GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US12086009026,12086009026,"Census Tract 90.26, Miami-Dade County, Florida",2361,303
1400000US12086009027,12086009027,"Census Tract 90.27, Miami-Dade County, Florida",3969,471
1400000US12086009028,12086009028,"Census Tract 90.28, Miami-Dade County, Florida",4263,466
1400000US12086009029,12086009029,"Census Tract 90.29, Miami-Dade County, Florida",3925,496
1400000US12086009030,12086009030,"Census Tract 90.30, Miami-Dade County, Florida",4256,411
1400000US12086009031,12086009031,"Census Tract 90.31, Miami-Dade County, Florida",3949,350
1400000US12086009034,12086009034,"Census Tract 90.34, Miami-Dade County, Florida",7705,760
1400000US12086009035,12086009035,"Census Tract 90.35, Miami-Dade County, Florida",4994,612
1400000US12086009036,12086009036,"Census Tract 90.36, Miami-Dade County, Florida",8234,780
1400000US12086009038,12086009038,"Census Tract 90.38, Miami-Dade County, Florida",7886,829
1400000US12086009039,12086009039,"Census Tract 90.39, Miami-Dade County, Florida",5320,455
1400000US12086009040,12086009040,"Census Tract 90.40, Miami-Dade County, Florida",88,22
1400000US12086009043,12086009043,"Census Tract 90.43, Miami-Dade County, Florida",4438,523
1400000US12086009044,12086009044,"Census Tract 90.44, Miami-Dade County, Florida",1525,308
1400000US12086009046,12086009046,"Census Tract 90.46, Miami-Dade County, Florida",926,253
1400000US12086009047,12086009047,"Census Tract 90.47, Miami-Dade County, Florida",3206,499
1400000US12086009100,12086009100,"Census Tract 91, Miami-Dade County, Florida",7800,505
1400000US12086009200,12086009200,"Census Tract 92, Miami-Dade County, Florida",3523,488
1400000US12086009305,12086009305,"Census Tract 93.05, Miami-Dade County, Florida",4841,337
1400000US12086009306,12086009306,"Census Tract 93.06, Miami-Dade County, Florida",6482,545
1400000US12086009307,12086009307,"Census Tract 93.07, Miami-Dade County, Florida",6146,831
1400000US12086009308,12086009308,"Census Tract 93.08, Miami-Dade County, Florida",8088,599
1400000US12086009309,12086009309,"Census Tract 93.09, Miami-Dade County, Florida",7414,667
1400000US12086009311,12086009311,"Census Tract 93.11, Miami-Dade County, Florida",6286,577
1400000US12086009312,12086009312,"Census Tract 93.12, Miami-Dade County, Florida",5365,574
1400000US12086009313,12086009313,"Census Tract 93.13, Miami-Dade County, Florida",5429,430
1400000US12086009314,12086009314,"Census Tract 93.14, Miami-Dade County, Florida",4469,626
1400000US12086009315,12086009315,"Census Tract 93.15, Miami-Dade County, Florida",2873,364
1400000US12086009400,12086009400,"Census Tract 94, Miami-Dade County, Florida",7014,571
1400000US12086009501,12086009501,"Census Tract 95.01, Miami-Dade County, Florida",5035,447
1400000US12086009503,12086009503,"Census Tract 95.03, Miami-Dade County, Florida",4564,603
1400000US12086009504,12086009504,"Census Tract 95.04, Miami-Dade County, Florida",5083,491
1400000US12086009600,12086009600,"Census Tract 96, Miami-Dade County, Florida",6735,689
1400000US12086009703,12086009703,"Census Tract 97.03, Miami-Dade County, Florida",3719,335
1400000US12086009704,12086009704,"Census Tract 97.04, Miami-Dade County, Florida",6228,553
1400000US12086009705,12086009705,"Census Tract 97.05, Miami-Dade County, Florida",4820,671
1400000US12086009706,12086009706,"Census Tract 97.06, Miami-Dade County, Florida",3493,511
1400000US12086009803,12086009803,"Census Tract 98.03, Miami-Dade County, Florida",4730,629
1400000US12086009804,12086009804,"Census Tract 98.04, Miami-Dade County, Florida",3392,306
1400000US12086009806,12086009806,"Census Tract 98.06, Miami-Dade County, Florida",2987,309
1400000US12086009807,12086009807,"Census Tract 98.07, Miami-Dade County, Florida",7328,771
1400000US12086009808,12086009808,"Census Tract 98.08, Miami-Dade County, Florida",4703,620
1400000US12086009901,12086009901,"Census Tract 99.01, Miami-Dade County, Florida",8817,979
1400000US12086009903,12086009903,"Census Tract 99.03, Miami-Dade County, Florida",5384,589
1400000US12086009904,12086009904,"Census Tract 99.04, Miami-Dade County, Florida",3245,466
1400000US12086009905,12086009905,"Census Tract 99.05, Miami-Dade County, Florida",5938,578
1400000US12086009906,12086009906,"Census Tract 99.06, Miami-Dade County, Florida",5052,631
1400000US12086010001,12086010001,"Census Tract 100.01, Miami-Dade County, Florida",7142,729
1400000US12086010005,12086010005,"Census Tract 100.05, Miami-Dade County, Florida",7768,811
1400000US12086010006,12086010006,"Census Tract 100.06, Miami-Dade County, Florida",8551,963
1400000US12086010009,12086010009,"Census Tract 100.09, Miami-Dade County, Florida",8052,676
1400000US12086010010,12086010010,"Census Tract 100.10, Miami-Dade County, Florida",5119,430
1400000US12086010011,12086010011,"Census Tract 100.11, Miami-Dade County, Florida",5934,854
1400000US12086010012,12086010012,"Census Tract 100.12, Miami-Dade County, Florida",5042,552
1400000US12086010013,12086010013,"Census Tract 100.13, Miami-Dade County, Florida",4668,504
1400000US12086010015,12086010015,"Census Tract 100.15, Miami-Dade County, Florida",4000,499
1400000US12086010016,12086010016,"Census Tract 100.16, Miami-Dade County, Florida",4774,411
1400000US12086010193,12086010193,"Census Tract 101.93, Miami-Dade County, Florida",2587,183
1400000US12086010198,12086010198,"Census Tract 101.98, Miami-Dade County, Florida",4420,650
1400000US12086010201,12086010201,"Census Tract 102.01, Miami-Dade County, Florida",4294,372
1400000US12086010204,12086010204,"Census Tract 102.04, Miami-Dade County, Florida",7058,581
1400000US12086010205,12086010205,"Census Tract 102.05, Miami-Dade County, Florida",5342,537
1400000US12086010207,12086010207,"Census Tract 102.07, Miami-Dade County, Florida",3644,341
1400000US12086010208,12086010208,"Census Tract 102.08, Miami-Dade County, Florida",4819,530
1400000US12086010209,12086010209,"Census Tract 102.09, Miami-Dade County, Florida",5280,539
1400000US12086010210,12086010210,"Census Tract 102.10, Miami-Dade County, Florida",7001,604
1400000US12086010300,12086010300,"Census Tract 103, Miami-Dade County, Florida",8107,801
1400000US12086010400,12086010400,"Census Tract 104, Miami-Dade County, Florida",3500,348
1400000US12086010500,12086010500,"Census Tract 105, Miami-Dade County, Florida",10234,1241
1400000US12086010604,12086010604,"Census Tract 106.04, Miami-Dade County, Florida",5412,418
1400000US12086010606,12086010606,"Census Tract 106.06, Miami-Dade County, Florida",7348,499
1400000US12086010608,12086010608,"Census Tract 106.08, Miami-Dade County, Florida",5826,472
1400000US12086010609,12086010609,"Census Tract 106.09, Miami-Dade County, Florida",5530,602
1400000US12086010610,12086010610,"Census Tract 106.10, Miami-Dade County, Florida",4133,430
1400000US12086010612,12086010612,"Census Tract 106.12, Miami-Dade County, Florida",9836,774
1400000US12086010613,12086010613,"Census Tract 106.13, Miami-Dade County, Florida",4955,588
1400000US12086010614,12086010614,"Census Tract 106.14, Miami-Dade County, Florida",8876,904
1400000US12086010617,12086010617,"Census Tract 106.17, Miami-Dade County, Florida",5534,552
1400000US12086010703,12086010703,"Census Tract 107.03, Miami-Dade County, Florida",12760,948
1400000US12086010704,12086010704,"Census Tract 107.04, Miami-Dade County, Florida",9870,884
1400000US12086010801,12086010801,"Census Tract 108.01, Miami-Dade County, Florida",6715,769
1400000US12086010802,12086010802,"Census Tract 108.02, Miami-Dade County, Florida",6632,837
1400000US12086010900,12086010900,"Census Tract 109, Miami-Dade County, Florida",5931,615
1400000US12086011001,12086011001,"Census Tract 110.01, Miami-Dade County, Florida",10566,962
1400000US12086011003,12086011003,"Census Tract 110.03, Miami-Dade County, Florida",4432,490
1400000US12086011005,12086011005,"Census Tract 110.05, Miami-Dade County, Florida",6459,658
1400000US12086011007,12086011007,"Census Tract 110.07, Miami-Dade County, Florida",6421,728
1400000US12086011008,12086011008,"Census Tract 110.08, Miami-Dade County, Florida",4092,436
1400000US12086011009,12086011009,"Census Tract 110.09, Miami-Dade County, Florida",5960,651
1400000US12086011101,12086011101,"Census Tract 111.01, Miami-Dade County, Florida",9025,1132
1400000US12086011102,12086011102,"Census Tract 111.02, Miami-Dade County, Florida",6584,547
1400000US12086011201,12086011201,"Census Tract 112.01, Miami-Dade County, Florida",7022,666
1400000US12086011202,12086011202,"Census Tract 112.02, Miami-Dade County, Florida",7528,888
1400000US12086011300,12086011300,"Census Tract 113, Miami-Dade County, Florida",8644,1186
1400000US12086011401,12086011401,"Census Tract 114.01, Miami-Dade County, Florida",15728,1670
1400000US12086011403,12086011403,"Census Tract 114.03, Miami-Dade County, Florida",7047,613
1400000US12086011404,12086011404,"Census Tract 114.04, Miami-Dade County, Florida",11386,832
1400000US12086011500,12086011500,"Census Tract 115, Miami-Dade County, Florida",5064,675
1400000US12086011600,12086011600,"Census Tract 116, Miami-Dade County, Florida",6167,442
1400000US12086011700,12086011700,"Census Tract 117, Miami-Dade County, Florida",7580,617
1400000US12086011800,12086011800,"Census Tract 118, Miami-Dade County, Florida",3624,398
1400000US12086011900,12086011900,"Census Tract 119, Miami-Dade County, Florida",5454,427
1400000US12086012000,12086012000,"Census Tract 120, Miami-Dade County, Florida",8613,697
1400000US12086012100,12086012100,"Census Tract 121, Miami-Dade County, Florida",15425,1169
1400000US12086012200,12086012200,"Census Tract 122, Miami-Dade County, Florida",5657,419
1400000US12086012300,12086012300,"Census Tract 123, Miami-Dade County, Florida",7525,512
1400000US12086012400,12086012400,"Census Tract 124, Miami-Dade County, Florida",9470,928
1400000US12086012500,12086012500,"Census Tract 125, Miami-Dade County, Florida",6569,492
1400000US12086012600,12086012600,"Census Tract 126, Miami-Dade County, Florida",7116,501
1400000US12086012700,12086012700,"Census Tract 127, Miami-Dade County, Florida",7738,553
1400000US12086012800,12086012800,"Census Tract 128, Miami-Dade County, Florida",8625,552
1400000US12086012900,12086012900,"Census Tract 129, Miami-Dade County, Florida",4571,430
1400000US12086013000,12086013000,"Census Tract 130, Miami-Dade County, Florida",5538,529
1400000US12086013100,12086013100,"Census Tract 131, Miami-Dade County, Florida",5706,425
1400000US12086013200,12086013200,"Census Tract 132, Miami-Dade County, Florida",5957,431
1400000US12086013300,12086013300,"Census Tract 133, Miami-Dade County, Florida",5608,407
1400000US12086013400,12086013400,"Census Tract 134, Miami-Dade County, Florida",6014,590
1400000US12086013500,12086013500,"Census Tract 135, Miami-Dade County, Florida",5173,549
1400000US12086013600,12086013600,"Census Tract 136, Miami-Dade County, Florida",6063,574
1400000US12086013700,12086013700,"Census Tract 137, Miami-Dade County, Florida",5573,342
1400000US12086013800,12086013800,"Census Tract 138, Miami-Dade County, Florida",6825,766
1400000US12086013900,12086013900,"Census Tract 139, Miami-Dade County, Florida",4910,319
1400000US12086014000,12086014000,"Census Tract 140, Miami-Dade County, Florida",782,181
1400000US12086014100,12086014100,"Census Tract 141, Miami-Dade County, Florida",2436,279
1400000US12086014200,12086014200,"Census Tract 142, Miami-Dade County, Florida",5705,517
1400000US12086014300,12086014300,"Census Tract 143, Miami-Dade County, Florida",3588,392
1400000US12086014400,12086014400,"Census Tract 144, Miami-Dade County, Florida",4877,470
1400000US12086014500,12086014500,"Census Tract 145, Miami-Dade County, Florida",4529,322
1400000US12086014600,12086014600,"Census Tract 146, Miami-Dade County, Florida",7500,634
1400000US12086014700,12086014700,"Census Tract 147, Miami-Dade County, Florida",7391,812
1400000US12086014800,12086014800,"Census Tract 148, Miami-Dade County, Florida",5683,626
1400000US12086014900,12086014900,"Census Tract 149, Miami-Dade County, Florida",5541,497
1400000US12086015000,12086015000,"Census Tract 150, Miami-Dade County, Florida",8403,590
1400000US12086015100,12086015100,"Census Tract 151, Miami-Dade County, Florida",13291,1140
1400000US12086015200,12086015200,"Census Tract 152, Miami-Dade County, Florida",7102,509
1400000US12086015300,12086015300,"Census Tract 153, Miami-Dade County, Florida",6161,547
1400000US12086015400,12086015400,"Census Tract 154, Miami-Dade County, Florida",5723,635
1400000US12086015500,12086015500,"Census Tract 155, Miami-Dade County, Florida",6586,470
1400000US12086015600,12086015600,"Census Tract 156, Miami-Dade County, Florida",4659,377
1400000US12086015700,12086015700,"Census Tract 157, Miami-Dade County, Florida",2710,299
1400000US12086015800,12086015800,"Census Tract 158, Miami-Dade County, Florida",5186,571
1400000US12086015900,12086015900,"Census Tract 159, Miami-Dade County, Florida",4071,560
1400000US12086016000,12086016000,"Census Tract 160, Miami-Dade County, Florida",5081,484
1400000US12086016100,12086016100,"Census Tract 161, Miami-Dade County, Florida",5373,423
1400000US12086016200,12086016200,"Census Tract 162, Miami-Dade County, Florida",3297,624
1400000US12086016300,12086016300,"Census Tract 163, Miami-Dade County, Florida",5471,405
1400000US12086016400,12086016400,"Census Tract 164, Miami-Dade County, Florida",6712,524
1400000US12086016500,12086016500,"Census Tract 165, Miami-Dade County, Florida",8320,954
1400000US12086016600,12086016600,"Census Tract 166, Miami-Dade County, Florida",4264,843
1400000US12086016700,12086016700,"Census Tract 167, Miami-Dade County, Florida",5969,506
1400000US12086016800,12086016800,"Census Tract 168, Miami-Dade County, Florida",4253,338
1400000US12086016900,12086016900,"Census Tract 169, Miami-Dade County, Florida",4483,697
1400000US12086017000,12086017000,"Census Tract 170, Miami-Dade County, Florida",5412,386
1400000US12086017100,12086017100,"Census Tract 171, Miami-Dade County, Florida",6758,543
1400000US12086017200,12086017200,"Census Tract 172, Miami-Dade County, Florida",4595,371
1400000US12086017300,12086017300,"Census Tract 173, Miami-Dade County, Florida",4614,470
1400000US12086017400,12086017400,"Census Tract 174, Miami-Dade County, Florida",6231,554
1400000US12086017500,12086017500,"Census Tract 175, Miami-Dade County, Florida",3926,356
1400000US12086017600,12086017600,"Census Tract 176, Miami-Dade County, Florida",6444,566
1400000US12086017700,12086017700,"Census Tract 177, Miami-Dade County, Florida",4485,521
1400000US12086017800,12086017800,"Census Tract 178, Miami-Dade County, Florida",5971,554
1400000US12086017900,12086017900,"Census Tract 179, Miami-Dade County, Florida",8339,683
1400000US12086018000,12086018000,"Census Tract 180, Miami-Dade County, Florida",8064,625
1400000US12086018100,12086018100,"Census Tract 181, Miami-Dade County, Florida",5287,655
1400000US12086018200,12086018200,"Census Tract 182, Miami-Dade County, Florida",2649,330
1400000US12086018300,12086018300,"Census Tract 183, Miami-Dade County, Florida",5698,555
1400000US12086018400,12086018400,"Census Tract 184, Miami-Dade County, Florida",3665,490
1400000US12086018500,12086018500,"Census Tract 185, Miami-Dade County, Florida",4628,435
1400000US12086018600,12086018600,"Census Tract 186, Miami-Dade County, Florida",9000,1076
1400000US12086018700,12086018700,"Census Tract 187, Miami-Dade County, Florida",5415,496
1400000US12086018800,12086018800,"Census Tract 188, Miami-Dade County, Florida",7872,813
1400000US12086018900,12086018900,"Census Tract 189, Miami-Dade County, Florida",7295,654
1400000US12086019000,12086019000,"Census Tract 190, Miami-Dade County, Florida",6100,452
1400000US12086019100,12086019100,"Census Tract 191, Miami-Dade County, Florida",5094,665
1400000US12086019200,12086019200,"Census Tract 192, Miami-Dade County, Florida",5824,616
1400000US12086019300,12086019300,"Census Tract 193, Miami-Dade County, Florida",8006,770
1400000US12086019400,12086019400,"Census Tract 194, Miami-Dade County, Florida",8257,616
1400000US12086019500,12086019500,"Census Tract 195, Miami-Dade County, Florida",7096,814
1400000US12086019600,12086019600,"Census Tract 196, Miami-Dade County, Florida",5853,422
1400000US12086019700,12086019700,"Census Tract 197, Miami-Dade County, Florida",4217,305
1400000US12086019800,12086019800,"Census Tract 198, Miami-Dade County, Florida",8373,822
1400000US12086019900,12086019900,"Census Tract 199, Miami-Dade County, Florida",10540,861
1400000US12086020000,12086020000,"Census Tract 200, Miami-Dade County, Florida",7165,520
1400000US12086020100,12086020100,"Census Tract 201, Miami-Dade County, Florida",4993,424
1400000US12086020200,12086020200,"Census Tract 202, Miami-Dade County, Florida",4917,481
1400000US12086020300,12086020300,"Census Tract 203, Miami-Dade County, Florida",3999,531
1400000US12086490100,12086490100,"Census Tract 4901, Miami-Dade County, Florida",1917,211
1400000US12086980100,12086980100,"Census Tract 9801, Miami-Dade County, Florida",0,13
1400000US12086980200,12086980200,"Census Tract 9802, Miami-Dade County, Florida",0,13
1400000US12086980300,12086980300,"Census Tract 9803, Miami-Dade County, Florida",4819,428
1400000US12086980400,12086980400,"Census Tract 9804, Miami-Dade County, Florida",0,13
1400000US12086980500,12086980500,"Census Tract 9805, Miami-Dade County, Florida",0,13
1400000US12086980600,12086980600,"Census Tract 9806, Miami-Dade County, Florida",0,13
1400000US12086980700,12086980700,"Census Tract 9807, Miami-Dade County, Florida",1070,658
1400000US12086980800,12086980800,"Census Tract 9808, Miami-Dade County, Florida",7,15
1400000US12086980900,12086980900,"Census Tract 9809, Miami-Dade County, Florida",0,13
1400000US12086981000,12086981000,"Census Tract 9810, Miami-Dade County, Florida",68,46
1400000US12086990000,12086990000,"Census Tract 9900, Miami-Dade County, Florida",0,13
