X,Y,GEO_ID,STATE,COUNTY,TRACT,NAME,LSAD,CENSUSAREA,OBJECTID,PlnArea,TAZ,SqMiles,OID_,TAZCE10,PLNAREA_1,SQMILE,TOTPOP,TOTHH,MALE,FEMALE,NOCHLDHH,CHILDHH,HH1PER,HH2PER,HH3PER,HH4PLPER,HH0WORK,HH1WORK,HH2WORK,HH3PLWRK,HHINSTGQ,HHGQUNI,HHGQOTH,SNGFAM,MULTFAM,MOBOTH,P0TO5,P6TO13,P14TO17,P18TO24,P25TO34,P35TO49,P50TO64,P65TO79,P80PLUS,LESS25K,N25TO50K,N50TO75K,N75TO100K,OVER100K,HISP,NONHISPW,NONHISPO,WRKUNEMP,WRKWHCOL,WRKSERV,WRKRET,WRKBLCOL,TOTWORK,POPDEN,HHDEN,WORKDEN,EMPLOYED,EMPDEN,WORKAGE,AGEDEN,OCCHOUSE,OCCDEN,CHILDDEN,POPHH,WORKHH,Shape_Leng,Shape_Area,TAD,TAS,TASD,age0_18,age19_35,age36_49,age50_65,age65older,district_e
-80.1261613913519,25.9262857177621,1400000US12086000107,12,086,000107,1.07,Tract,0.1260000000,1063,Beach/CBD,601.0000000000,0.3329433400,600,601.0000000000,Beach/CBD,0.3300000000,919.0000000000,287.0000000000,458.0000000000,461.0000000000,162.0000000000,125.0000000000,38.0000000000,83.0000000000,51.0000000000,115.0000000000,100.0000000000,137.0000000000,47.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,287.0000000000,0.0000000000,0.0000000000,43.0000000000,135.0000000000,82.0000000000,84.0000000000,43.0000000000,203.0000000000,218.0000000000,89.0000000000,22.0000000000,38.0000000000,13.0000000000,26.0000000000,17.0000000000,193.0000000000,241.0000000000,660.0000000000,18.0000000000,37.0000000000,207.0000000000,3.0000000000,46.0000000000,11.0000000000,304.0000000000,2760.2300000000,862.0100000000,913.0700000000,267.0000000000,801.9400000000,548.0000000000,1645.9300000000,287.0000000000,862.0100000000,375.4400000000,3.2000000000,1.0600000000,0.0528238016,0.0000777692,0,2,1,260,127,203,218,111,18
-80.1209643207366,25.9638446717941,1400000US12086000115,12,086,000115,1.15,Tract,0.4240000000,1063,Beach/CBD,601.0000000000,0.3329433400,600,601.0000000000,Beach/CBD,0.3300000000,919.0000000000,287.0000000000,458.0000000000,461.0000000000,162.0000000000,125.0000000000,38.0000000000,83.0000000000,51.0000000000,115.0000000000,100.0000000000,137.0000000000,47.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,287.0000000000,0.0000000000,0.0000000000,43.0000000000,135.0000000000,82.0000000000,84.0000000000,43.0000000000,203.0000000000,218.0000000000,89.0000000000,22.0000000000,38.0000000000,13.0000000000,26.0000000000,17.0000000000,193.0000000000,241.0000000000,660.0000000000,18.0000000000,37.0000000000,207.0000000000,3.0000000000,46.0000000000,11.0000000000,304.0000000000,2760.2300000000,862.0100000000,913.0700000000,267.0000000000,801.9400000000,548.0000000000,1645.9300000000,287.0000000000,862.0100000000,375.4400000000,3.2000000000,1.0600000000,0.0528238016,0.0000777692,0,2,1,260,127,203,218,111,18
-80.1239885631328,25.9461408186545,1400000US12086000123,12,086,000123,1.23,Tract,0.3350000000,0,,0.0000000000,0.0000000000,0,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,0,0,0,0,0,0,0
-80.1228138706201,25.9128584081913,1400000US12086000130,12,086,000130,1.30,Tract,0.4040000000,1063,Beach/CBD,601.0000000000,0.3329433400,600,601.0000000000,Beach/CBD,0.3300000000,919.0000000000,287.0000000000,458.0000000000,461.0000000000,162.0000000000,125.0000000000,38.0000000000,83.0000000000,51.0000000000,115.0000000000,100.0000000000,137.0000000000,47.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,287.0000000000,0.0000000000,0.0000000000,43.0000000000,135.0000000000,82.0000000000,84.0000000000,43.0000000000,203.0000000000,218.0000000000,89.0000000000,22.0000000000,38.0000000000,13.0000000000,26.0000000000,17.0000000000,193.0000000000,241.0000000000,660.0000000000,18.0000000000,37.0000000000,207.0000000000,3.0000000000,46.0000000000,11.0000000000,304.0000000000,2760.2300000000,862.0100000000,913.0700000000,267.0000000000,801.9400000000,548.0000000000,1645.9300000000,287.0000000000,862.0100000000,375.4400000000,3.2000000000,1.0600000000,0.0528238016,0.0000777692,0,2,1,260,127,203,218,111,18
-80.1436216360763,25.9419571226763,1400000US12086000132,12,086,000132,1.32,Tract,0.2060000000,0,,0.0000000000,0.0000000000,0,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,0,0,0,0,0,0,0
-80.1335337860259,25.9710774301098,1400000US12086000133,12,086,000133,1.33,Tract,0.4940000000,3,North,100.0000000000,0.1697817187,99,100.0000000000,Beach/CBD,0.1700000000,2576.0000000000,1092.0000000000,1187.0000000000,1389.0000000000,807.0000000000,285.0000000000,414.0000000000,334.0000000000,126.0000000000,218.0000000000,295.0000000000,421.0000000000,273.0000000000,103.0000000000,0.0000000000,0.0000000000,0.0000000000,263.0000000000,829.0000000000,0.0000000000,205.0000000000,228.0000000000,138.0000000000,224.0000000000,312.0000000000,459.0000000000,480.0000000000,383.0000000000,147.0000000000,509.0000000000,252.0000000000,183.0000000000,68.0000000000,80.0000000000,971.0000000000,802.0000000000,803.0000000000,195.0000000000,548.0000000000,146.0000000000,292.0000000000,155.0000000000,1336.0000000000,15172.4200000000,6431.7900000000,7868.9300000000,1141.0000000000,6720.3900000000,1475.0000000000,8687.6300000000,1092.0000000000,6431.7900000000,1678.6300000000,2.3600000000,1.2200000000,0.0309758502,0.0000396475,0,3,2,571,536,459,480,530,10
-80.1434358522292,25.963325127503,1400000US12086000134,12,086,000134,1.34,Tract,0.6170000000,3,North,100.0000000000,0.1697817187,99,100.0000000000,Beach/CBD,0.1700000000,2576.0000000000,1092.0000000000,1187.0000000000,1389.0000000000,807.0000000000,285.0000000000,414.0000000000,334.0000000000,126.0000000000,218.0000000000,295.0000000000,421.0000000000,273.0000000000,103.0000000000,0.0000000000,0.0000000000,0.0000000000,263.0000000000,829.0000000000,0.0000000000,205.0000000000,228.0000000000,138.0000000000,224.0000000000,312.0000000000,459.0000000000,480.0000000000,383.0000000000,147.0000000000,509.0000000000,252.0000000000,183.0000000000,68.0000000000,80.0000000000,971.0000000000,802.0000000000,803.0000000000,195.0000000000,548.0000000000,146.0000000000,292.0000000000,155.0000000000,1336.0000000000,15172.4200000000,6431.7900000000,7868.9300000000,1141.0000000000,6720.3900000000,1475.0000000000,8687.6300000000,1092.0000000000,6431.7900000000,1678.6300000000,2.3600000000,1.2200000000,0.0309758502,0.0000396475,0,3,2,571,536,459,480,530,10
-80.1658670727244,25.920443220071,1400000US12086000206,12,086,000206,2.06,Tract,0.9150000000,3,North,100.0000000000,0.1697817187,99,100.0000000000,Beach/CBD,0.1700000000,2576.0000000000,1092.0000000000,1187.0000000000,1389.0000000000,807.0000000000,285.0000000000,414.0000000000,334.0000000000,126.0000000000,218.0000000000,295.0000000000,421.0000000000,273.0000000000,103.0000000000,0.0000000000,0.0000000000,0.0000000000,263.0000000000,829.0000000000,0.0000000000,205.0000000000,228.0000000000,138.0000000000,224.0000000000,312.0000000000,459.0000000000,480.0000000000,383.0000000000,147.0000000000,509.0000000000,252.0000000000,183.0000000000,68.0000000000,80.0000000000,971.0000000000,802.0000000000,803.0000000000,195.0000000000,548.0000000000,146.0000000000,292.0000000000,155.0000000000,1336.0000000000,15172.4200000000,6431.7900000000,7868.9300000000,1141.0000000000,6720.3900000000,1475.0000000000,8687.6300000000,1092.0000000000,6431.7900000000,1678.6300000000,2.3600000000,1.2200000000,0.0309758502,0.0000396475,0,3,2,571,536,459,480,530,10
-80.1808259301548,25.9037357402387,1400000US12086000218,12,086,000218,2.18,Tract,0.3730000000,3,North,100.0000000000,0.1697817187,99,100.0000000000,Beach/CBD,0.1700000000,2576.0000000000,1092.0000000000,1187.0000000000,1389.0000000000,807.0000000000,285.0000000000,414.0000000000,334.0000000000,126.0000000000,218.0000000000,295.0000000000,421.0000000000,273.0000000000,103.0000000000,0.0000000000,0.0000000000,0.0000000000,263.0000000000,829.0000000000,0.0000000000,205.0000000000,228.0000000000,138.0000000000,224.0000000000,312.0000000000,459.0000000000,480.0000000000,383.0000000000,147.0000000000,509.0000000000,252.0000000000,183.0000000000,68.0000000000,80.0000000000,971.0000000000,802.0000000000,803.0000000000,195.0000000000,548.0000000000,146.0000000000,292.0000000000,155.0000000000,1336.0000000000,15172.4200000000,6431.7900000000,7868.9300000000,1141.0000000000,6720.3900000000,1475.0000000000,8687.6300000000,1092.0000000000,6431.7900000000,1678.6300000000,2.3600000000,1.2200000000,0.0309758502,0.0000396475,0,3,2,571,536,459,480,530,10
-80.190585482529,25.8925864839706,1400000US12086000306,12,086,000306,3.06,Tract,0.4430000000,3,North,100.0000000000,0.1697817187,99,100.0000000000,Beach/CBD,0.1700000000,2576.0000000000,1092.0000000000,1187.0000000000,1389.0000000000,807.0000000000,285.0000000000,414.0000000000,334.0000000000,126.0000000000,218.0000000000,295.0000000000,421.0000000000,273.0000000000,103.0000000000,0.0000000000,0.0000000000,0.0000000000,263.0000000000,829.0000000000,0.0000000000,205.0000000000,228.0000000000,138.0000000000,224.0000000000,312.0000000000,459.0000000000,480.0000000000,383.0000000000,147.0000000000,509.0000000000,252.0000000000,183.0000000000,68.0000000000,80.0000000000,971.0000000000,802.0000000000,803.0000000000,195.0000000000,548.0000000000,146.0000000000,292.0000000000,155.0000000000,1336.0000000000,15172.4200000000,6431.7900000000,7868.9300000000,1141.0000000000,6720.3900000000,1475.0000000000,8687.6300000000,1092.0000000000,6431.7900000000,1678.6300000000,2.3600000000,1.2200000000,0.0309758502,0.0000396475,0,3,2,571,536,459,480,530,10
-80.2351852013942,25.8901384422935,1400000US12086000404,12,086,000404,4.04,Tract,0.9790000000,1,Northwest,1.0000000000,0.7950700043,0,1.0000000000,Northwest,0.8000000000,173.0000000000,43.0000000000,93.0000000000,80.0000000000,19.0000000000,24.0000000000,6.0000000000,7.0000000000,6.0000000000,24.0000000000,5.0000000000,14.0000000000,20.0000000000,4.0000000000,0.0000000000,0.0000000000,0.0000000000,38.0000000000,0.0000000000,5.0000000000,20.0000000000,28.0000000000,6.0000000000,18.0000000000,22.0000000000,48.0000000000,19.0000000000,9.0000000000,3.0000000000,7.0000000000,5.0000000000,6.0000000000,8.0000000000,17.0000000000,148.0000000000,11.0000000000,14.0000000000,11.0000000000,59.0000000000,2.0000000000,6.0000000000,14.0000000000,92.0000000000,217.5900000000,54.0800000000,115.7100000000,81.0000000000,101.8800000000,107.0000000000,134.5800000000,43.0000000000,54.0800000000,30.1900000000,4.0200000000,2.1400000000,0.0633970028,0.0001857049,0,17,8,54,40,48,19,12,11
-80.2163789701339,25.8804244969412,1400000US12086000409,12,086,000409,4.09,Tract,0.4230000000,1,Northwest,1.0000000000,0.7950700043,0,1.0000000000,Northwest,0.8000000000,173.0000000000,43.0000000000,93.0000000000,80.0000000000,19.0000000000,24.0000000000,6.0000000000,7.0000000000,6.0000000000,24.0000000000,5.0000000000,14.0000000000,20.0000000000,4.0000000000,0.0000000000,0.0000000000,0.0000000000,38.0000000000,0.0000000000,5.0000000000,20.0000000000,28.0000000000,6.0000000000,18.0000000000,22.0000000000,48.0000000000,19.0000000000,9.0000000000,3.0000000000,7.0000000000,5.0000000000,6.0000000000,8.0000000000,17.0000000000,148.0000000000,11.0000000000,14.0000000000,11.0000000000,59.0000000000,2.0000000000,6.0000000000,14.0000000000,92.0000000000,217.5900000000,54.0800000000,115.7100000000,81.0000000000,101.8800000000,107.0000000000,134.5800000000,43.0000000000,54.0800000000,30.1900000000,4.0200000000,2.1400000000,0.0633970028,0.0001857049,0,17,8,54,40,48,19,12,11
-80.2689923238122,25.9200398491624,1400000US12086000501,12,086,000501,5.01,Tract,2.1420000000,1,Northwest,1.0000000000,0.7950700043,0,1.0000000000,Northwest,0.8000000000,173.0000000000,43.0000000000,93.0000000000,80.0000000000,19.0000000000,24.0000000000,6.0000000000,7.0000000000,6.0000000000,24.0000000000,5.0000000000,14.0000000000,20.0000000000,4.0000000000,0.0000000000,0.0000000000,0.0000000000,38.0000000000,0.0000000000,5.0000000000,20.0000000000,28.0000000000,6.0000000000,18.0000000000,22.0000000000,48.0000000000,19.0000000000,9.0000000000,3.0000000000,7.0000000000,5.0000000000,6.0000000000,8.0000000000,17.0000000000,148.0000000000,11.0000000000,14.0000000000,11.0000000000,59.0000000000,2.0000000000,6.0000000000,14.0000000000,92.0000000000,217.5900000000,54.0800000000,115.7100000000,81.0000000000,101.8800000000,107.0000000000,134.5800000000,43.0000000000,54.0800000000,30.1900000000,4.0200000000,2.1400000000,0.0633970028,0.0001857049,0,17,8,54,40,48,19,12,11
-80.2729898674087,25.8760262419119,1400000US12086000601,12,086,000601,6.01,Tract,0.5760000000,1,Northwest,1.0000000000,0.7950700043,0,1.0000000000,Northwest,0.8000000000,173.0000000000,43.0000000000,93.0000000000,80.0000000000,19.0000000000,24.0000000000,6.0000000000,7.0000000000,6.0000000000,24.0000000000,5.0000000000,14.0000000000,20.0000000000,4.0000000000,0.0000000000,0.0000000000,0.0000000000,38.0000000000,0.0000000000,5.0000000000,20.0000000000,28.0000000000,6.0000000000,18.0000000000,22.0000000000,48.0000000000,19.0000000000,9.0000000000,3.0000000000,7.0000000000,5.0000000000,6.0000000000,8.0000000000,17.0000000000,148.0000000000,11.0000000000,14.0000000000,11.0000000000,59.0000000000,2.0000000000,6.0000000000,14.0000000000,92.0000000000,217.5900000000,54.0800000000,115.7100000000,81.0000000000,101.8800000000,107.0000000000,134.5800000000,43.0000000000,54.0800000000,30.1900000000,4.0200000000,2.1400000000,0.0633970028,0.0001857049,0,17,8,54,40,48,19,12,11
-80.2845338984619,25.8566751476478,1400000US12086000607,12,086,000607,6.07,Tract,0.4640000000,1,Northwest,1.0000000000,0.7950700043,0,1.0000000000,Northwest,0.8000000000,173.0000000000,43.0000000000,93.0000000000,80.0000000000,19.0000000000,24.0000000000,6.0000000000,7.0000000000,6.0000000000,24.0000000000,5.0000000000,14.0000000000,20.0000000000,4.0000000000,0.0000000000,0.0000000000,0.0000000000,38.0000000000,0.0000000000,5.0000000000,20.0000000000,28.0000000000,6.0000000000,18.0000000000,22.0000000000,48.0000000000,19.0000000000,9.0000000000,3.0000000000,7.0000000000,5.0000000000,6.0000000000,8.0000000000,17.0000000000,148.0000000000,11.0000000000,14.0000000000,11.0000000000,59.0000000000,2.0000000000,6.0000000000,14.0000000000,92.0000000000,217.5900000000,54.0800000000,115.7100000000,81.0000000000,101.8800000000,107.0000000000,134.5800000000,43.0000000000,54.0800000000,30.1900000000,4.0200000000,2.1400000000,0.0633970028,0.0001857049,0,17,8,54,40,48,19,12,11
-80.3026639476293,25.8609387360694,1400000US12086000707,12,086,000707,7.07,Tract,0.3830000000,1,Northwest,1.0000000000,0.7950700043,0,1.0000000000,Northwest,0.8000000000,173.0000000000,43.0000000000,93.0000000000,80.0000000000,19.0000000000,24.0000000000,6.0000000000,7.0000000000,6.0000000000,24.0000000000,5.0000000000,14.0000000000,20.0000000000,4.0000000000,0.0000000000,0.0000000000,0.0000000000,38.0000000000,0.0000000000,5.0000000000,20.0000000000,28.0000000000,6.0000000000,18.0000000000,22.0000000000,48.0000000000,19.0000000000,9.0000000000,3.0000000000,7.0000000000,5.0000000000,6.0000000000,8.0000000000,17.0000000000,148.0000000000,11.0000000000,14.0000000000,11.0000000000,59.0000000000,2.0000000000,6.0000000000,14.0000000000,92.0000000000,217.5900000000,54.0800000000,115.7100000000,81.0000000000,101.8800000000,107.0000000000,134.5800000000,43.0000000000,54.0800000000,30.1900000000,4.0200000000,2.1400000000,0.0633970028,0.0001857049,0,17,8,54,40,48,19,12,11
-80.2948996804636,25.837046811558,1400000US12086000712,12,086,000712,7.12,Tract,0.3730000000,775,Central,342.0000000000,0.2488999247,341,342.0000000000,Northwest,0.2500000000,233.0000000000,80.0000000000,110.0000000000,123.0000000000,50.0000000000,30.0000000000,14.0000000000,18.0000000000,26.0000000000,22.0000000000,21.0000000000,42.0000000000,12.0000000000,5.0000000000,0.0000000000,0.0000000000,5.0000000000,29.0000000000,51.0000000000,0.0000000000,22.0000000000,20.0000000000,6.0000000000,31.0000000000,30.0000000000,69.0000000000,29.0000000000,20.0000000000,6.0000000000,35.0000000000,35.0000000000,10.0000000000,0.0000000000,0.0000000000,223.0000000000,8.0000000000,2.0000000000,9.0000000000,10.0000000000,10.0000000000,17.0000000000,40.0000000000,86.0000000000,936.1200000000,321.4100000000,345.5200000000,77.0000000000,309.3600000000,159.0000000000,638.8100000000,80.0000000000,321.4100000000,120.5300000000,2.9100000000,1.0800000000,0.0445412502,0.0000580809,0,14,11,48,61,69,29,26,12
-80.2827349252697,25.8330660846864,1400000US12086000807,12,086,000807,8.07,Tract,0.1640000000,775,Central,342.0000000000,0.2488999247,341,342.0000000000,Northwest,0.2500000000,233.0000000000,80.0000000000,110.0000000000,123.0000000000,50.0000000000,30.0000000000,14.0000000000,18.0000000000,26.0000000000,22.0000000000,21.0000000000,42.0000000000,12.0000000000,5.0000000000,0.0000000000,0.0000000000,5.0000000000,29.0000000000,51.0000000000,0.0000000000,22.0000000000,20.0000000000,6.0000000000,31.0000000000,30.0000000000,69.0000000000,29.0000000000,20.0000000000,6.0000000000,35.0000000000,35.0000000000,10.0000000000,0.0000000000,0.0000000000,223.0000000000,8.0000000000,2.0000000000,9.0000000000,10.0000000000,10.0000000000,17.0000000000,40.0000000000,86.0000000000,936.1200000000,321.4100000000,345.5200000000,77.0000000000,309.3600000000,159.0000000000,638.8100000000,80.0000000000,321.4100000000,120.5300000000,2.9100000000,1.0800000000,0.0445412502,0.0000580809,0,14,11,48,61,69,29,26,12
-80.2504001016052,25.8383311723917,1400000US12086000903,12,086,000903,9.03,Tract,1.1410000000,775,Central,342.0000000000,0.2488999247,341,342.0000000000,Northwest,0.2500000000,233.0000000000,80.0000000000,110.0000000000,123.0000000000,50.0000000000,30.0000000000,14.0000000000,18.0000000000,26.0000000000,22.0000000000,21.0000000000,42.0000000000,12.0000000000,5.0000000000,0.0000000000,0.0000000000,5.0000000000,29.0000000000,51.0000000000,0.0000000000,22.0000000000,20.0000000000,6.0000000000,31.0000000000,30.0000000000,69.0000000000,29.0000000000,20.0000000000,6.0000000000,35.0000000000,35.0000000000,10.0000000000,0.0000000000,0.0000000000,223.0000000000,8.0000000000,2.0000000000,9.0000000000,10.0000000000,10.0000000000,17.0000000000,40.0000000000,86.0000000000,936.1200000000,321.4100000000,345.5200000000,77.0000000000,309.3600000000,159.0000000000,638.8100000000,80.0000000000,321.4100000000,120.5300000000,2.9100000000,1.0800000000,0.0445412502,0.0000580809,0,14,11,48,61,69,29,26,12
-80.2012852639326,25.8749758788934,1400000US12086001102,12,086,001102,11.02,Tract,0.7070000000,3,North,100.0000000000,0.1697817187,99,100.0000000000,Beach/CBD,0.1700000000,2576.0000000000,1092.0000000000,1187.0000000000,1389.0000000000,807.0000000000,285.0000000000,414.0000000000,334.0000000000,126.0000000000,218.0000000000,295.0000000000,421.0000000000,273.0000000000,103.0000000000,0.0000000000,0.0000000000,0.0000000000,263.0000000000,829.0000000000,0.0000000000,205.0000000000,228.0000000000,138.0000000000,224.0000000000,312.0000000000,459.0000000000,480.0000000000,383.0000000000,147.0000000000,509.0000000000,252.0000000000,183.0000000000,68.0000000000,80.0000000000,971.0000000000,802.0000000000,803.0000000000,195.0000000000,548.0000000000,146.0000000000,292.0000000000,155.0000000000,1336.0000000000,15172.4200000000,6431.7900000000,7868.9300000000,1141.0000000000,6720.3900000000,1475.0000000000,8687.6300000000,1092.0000000000,6431.7900000000,1678.6300000000,2.3600000000,1.2200000000,0.0309758502,0.0000396475,0,3,2,571,536,459,480,530,10
-80.1684353231533,25.8647724541156,1400000US12086001206,12,086,001206,12.06,Tract,0.6470000000,0,,0.0000000000,0.0000000000,0,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,0,0,0,0,0,0,0
-80.1927495384947,25.8466959152506,1400000US12086001402,12,086,001402,14.02,Tract,0.4560000000,3,North,100.0000000000,0.1697817187,99,100.0000000000,Beach/CBD,0.1700000000,2576.0000000000,1092.0000000000,1187.0000000000,1389.0000000000,807.0000000000,285.0000000000,414.0000000000,334.0000000000,126.0000000000,218.0000000000,295.0000000000,421.0000000000,273.0000000000,103.0000000000,0.0000000000,0.0000000000,0.0000000000,263.0000000000,829.0000000000,0.0000000000,205.0000000000,228.0000000000,138.0000000000,224.0000000000,312.0000000000,459.0000000000,480.0000000000,383.0000000000,147.0000000000,509.0000000000,252.0000000000,183.0000000000,68.0000000000,80.0000000000,971.0000000000,802.0000000000,803.0000000000,195.0000000000,548.0000000000,146.0000000000,292.0000000000,155.0000000000,1336.0000000000,15172.4200000000,6431.7900000000,7868.9300000000,1141.0000000000,6720.3900000000,1475.0000000000,8687.6300000000,1092.0000000000,6431.7900000000,1678.6300000000,2.3600000000,1.2200000000,0.0309758502,0.0000396475,0,3,2,571,536,459,480,530,10
-80.2651591902467,25.8265511704834,1400000US12086001603,12,086,001603,16.03,Tract,0.3740000000,775,Central,342.0000000000,0.2488999247,341,342.0000000000,Northwest,0.2500000000,233.0000000000,80.0000000000,110.0000000000,123.0000000000,50.0000000000,30.0000000000,14.0000000000,18.0000000000,26.0000000000,22.0000000000,21.0000000000,42.0000000000,12.0000000000,5.0000000000,0.0000000000,0.0000000000,5.0000000000,29.0000000000,51.0000000000,0.0000000000,22.0000000000,20.0000000000,6.0000000000,31.0000000000,30.0000000000,69.0000000000,29.0000000000,20.0000000000,6.0000000000,35.0000000000,35.0000000000,10.0000000000,0.0000000000,0.0000000000,223.0000000000,8.0000000000,2.0000000000,9.0000000000,10.0000000000,10.0000000000,17.0000000000,40.0000000000,86.0000000000,936.1200000000,321.4100000000,345.5200000000,77.0000000000,309.3600000000,159.0000000000,638.8100000000,80.0000000000,321.4100000000,120.5300000000,2.9100000000,1.0800000000,0.0445412502,0.0000580809,0,14,11,48,61,69,29,26,12
-80.2328347318216,25.8277952668911,1400000US12086001801,12,086,001801,18.01,Tract,0.5050000000,775,Central,342.0000000000,0.2488999247,341,342.0000000000,Northwest,0.2500000000,233.0000000000,80.0000000000,110.0000000000,123.0000000000,50.0000000000,30.0000000000,14.0000000000,18.0000000000,26.0000000000,22.0000000000,21.0000000000,42.0000000000,12.0000000000,5.0000000000,0.0000000000,0.0000000000,5.0000000000,29.0000000000,51.0000000000,0.0000000000,22.0000000000,20.0000000000,6.0000000000,31.0000000000,30.0000000000,69.0000000000,29.0000000000,20.0000000000,6.0000000000,35.0000000000,35.0000000000,10.0000000000,0.0000000000,0.0000000000,223.0000000000,8.0000000000,2.0000000000,9.0000000000,10.0000000000,10.0000000000,17.0000000000,40.0000000000,86.0000000000,936.1200000000,321.4100000000,345.5200000000,77.0000000000,309.3600000000,159.0000000000,638.8100000000,80.0000000000,321.4100000000,120.5300000000,2.9100000000,1.0800000000,0.0445412502,0.0000580809,0,14,11,48,61,69,29,26,12
-80.2113993339359,25.8341116796291,1400000US12086001901,12,086,001901,19.01,Tract,0.5170000000,775,Central,342.0000000000,0.2488999247,341,342.0000000000,Northwest,0.2500000000,233.0000000000,80.0000000000,110.0000000000,123.0000000000,50.0000000000,30.0000000000,14.0000000000,18.0000000000,26.0000000000,22.0000000000,21.0000000000,42.0000000000,12.0000000000,5.0000000000,0.0000000000,0.0000000000,5.0000000000,29.0000000000,51.0000000000,0.0000000000,22.0000000000,20.0000000000,6.0000000000,31.0000000000,30.0000000000,69.0000000000,29.0000000000,20.0000000000,6.0000000000,35.0000000000,35.0000000000,10.0000000000,0.0000000000,0.0000000000,223.0000000000,8.0000000000,2.0000000000,9.0000000000,10.0000000000,10.0000000000,17.0000000000,40.0000000000,86.0000000000,936.1200000000,321.4100000000,345.5200000000,77.0000000000,309.3600000000,159.0000000000,638.8100000000,80.0000000000,321.4100000000,120.5300000000,2.9100000000,1.0800000000,0.0445412502,0.0000580809,0,14,11,48,61,69,29,26,12
-80.2012580232622,25.8287178921414,1400000US12086002003,12,086,002003,20.03,Tract,0.3120000000,3,North,100.0000000000,0.1697817187,99,100.0000000000,Beach/CBD,0.1700000000,2576.0000000000,1092.0000000000,1187.0000000000,1389.0000000000,807.0000000000,285.0000000000,414.0000000000,334.0000000000,126.0000000000,218.0000000000,295.0000000000,421.0000000000,273.0000000000,103.0000000000,0.0000000000,0.0000000000,0.0000000000,263.0000000000,829.0000000000,0.0000000000,205.0000000000,228.0000000000,138.0000000000,224.0000000000,312.0000000000,459.0000000000,480.0000000000,383.0000000000,147.0000000000,509.0000000000,252.0000000000,183.0000000000,68.0000000000,80.0000000000,971.0000000000,802.0000000000,803.0000000000,195.0000000000,548.0000000000,146.0000000000,292.0000000000,155.0000000000,1336.0000000000,15172.4200000000,6431.7900000000,7868.9300000000,1141.0000000000,6720.3900000000,1475.0000000000,8687.6300000000,1092.0000000000,6431.7900000000,1678.6300000000,2.3600000000,1.2200000000,0.0309758502,0.0000396475,0,3,2,571,536,459,480,530,10
