Origin_Zone,Destination_Zone,Start_date,End_Date,Purpose,Time_of_Day,Subscriber_Class,Count,SZCount
35,7,20150401,20150430,H00:H24,HBO,Resident,134.50,12.23
39,35,20150401,20150430,H00:H24,HBO,Resident,182.27,33.14
37,14,20150401,20150430,H00:H24,HBW,Resident,540.41,18.96
16,29,20150401,20150430,H00:H24,HBW,Resident,159.40,25.50
8,11,20150401,20150430,H00:H24,HBO,Resident,987.99,89.82
39,27,20150401,20150430,H00:H24,HBW,Resident,127.26,63.63
27,39,20150401,20150430,H00:H24,HBW,Resident,35.33,17.67
3,20,20150401,20150430,H00:H24,HBO,Resident,94.65,27.04
20,3,20150401,20150430,H00:H24,HBO,Resident,76.04,5.85
2,33,20150401,20150430,H00:H24,HBW,Resident,53.00,7.57
33,2,20150401,20150430,H00:H24,HBW,Resident,34.81,13.92
16,20,20150401,20150430,H00:H24,NHB,Resident,958.19,195.42
14,28,20150401,20150430,H00:H24,HBO,Resident,197.47,39.49
28,17,20150401,20150430,H00:H24,NHB,Resident,510.08,99.18
4,39,20150401,20150430,H00:H24,HBO,Resident,105.26,18.58
39,5,20150401,20150430,H00:H24,NHB,Resident,101.21,16.87
8,2,20150401,20150430,H00:H24,NHB,Visitor,299.61,18.73
39,21,20150401,20150430,H00:H24,NHB,Resident,51.11,11.36
37,7,20150401,20150430,H00:H24,HBO,Resident,81.58,6.80
14,22,20150401,20150430,H00:H24,NHB,Visitor,205.03,44.85
22,17,20150401,20150430,H00:H24,NHB,Visitor,225.09,33.10
22,13,20150401,20150430,H00:H24,NHB,Visitor,73.19,6.65
13,22,20150401,20150430,H00:H24,NHB,Visitor,83.13,49.88
36,15,20150401,20150430,H00:H24,NHB,Visitor,220.98,45.50
12,5,20150401,20150430,H00:H24,HBO,Resident,151.41,55.06
27,14,20150401,20150430,H00:H24,HBO,Resident,331.29,36.81
22,38,20150401,20150430,H00:H24,NHB,Resident,15.16,5.05
8,12,20150401,20150430,H00:H24,NHB,Resident,181.57,26.90
39,15,20150401,20150430,H00:H24,HBW,Resident,513.77,26.12
22,16,20150401,20150430,H00:H24,HBW,Resident,164.92,43.40
16,22,20150401,20150430,H00:H24,HBW,Resident,194.92,29.99
13,39,20150401,20150430,H00:H24,NHB,Resident,122.21,58.45
32,16,20150401,20150430,H00:H24,HBO,Resident,499.27,144.95
16,32,20150401,20150430,H00:H24,HBO,Resident,480.39,92.71
15,5,20150401,20150430,H00:H24,HBW,Resident,1294.29,6.41
5,15,20150401,20150430,H00:H24,HBW,Resident,1390.46,5.99
21,11,20150401,20150430,H00:H24,NHB,Visitor,995.32,134.12
15,17,20150401,20150430,H00:H24,NHB,Visitor,1194.41,21.72
20,13,20150401,20150430,H00:H24,NHB,Visitor,881.55,73.46
13,20,20150401,20150430,H00:H24,NHB,Visitor,780.30,83.83
33,26,20150401,20150430,H00:H24,HBW,Resident,207.95,43.78
26,33,20150401,20150430,H00:H24,HBW,Resident,227.59,41.38
21,23,20150401,20150430,H00:H24,NHB,Visitor,58.93,17.68
30,10,20150401,20150430,H00:H24,HBO,Resident,328.86,68.83
17,32,20150401,20150430,H00:H24,HBO,Resident,1230.48,188.61
32,17,20150401,20150430,H00:H24,HBO,Resident,938.56,119.45
14,33,20150401,20150430,H00:H24,NHB,Visitor,371.74,107.23
31,16,20150401,20150430,H00:H24,HBW,Resident,607.27,112.21
31,7,20150401,20150430,H00:H24,HBO,Resident,274.59,44.70
39,10,20150401,20150430,H00:H24,HBO,Resident,98.76,19.75
15,30,20150401,20150430,H00:H24,NHB,Resident,343.79,96.26
14,27,20150401,20150430,H00:H24,NHB,Resident,592.56,133.33
16,26,20150401,20150430,H00:H24,NHB,Resident,340.38,77.36
26,16,20150401,20150430,H00:H24,NHB,Resident,542.06,142.18
21,15,20150401,20150430,H00:H24,HBO,Resident,481.76,89.74
15,21,20150401,20150430,H00:H24,HBO,Resident,571.77,118.13
32,14,20150401,20150430,H00:H24,HBO,Resident,596.88,83.94
17,36,20150401,20150430,H00:H24,NHB,Visitor,199.19,19.28
36,13,20150401,20150430,H00:H24,NHB,Visitor,97.38,20.87
13,5,20150401,20150430,H00:H24,NHB,Visitor,167.98,7.64
12,16,20150401,20150430,H00:H24,HBW,Resident,802.32,94.90
16,12,20150401,20150430,H00:H24,HBW,Resident,874.70,173.29
6,21,20150401,20150430,H00:H24,NHB,Visitor,123.85,6.88
7,23,20150401,20150430,H00:H24,NHB,Resident,61.27,15.32
23,7,20150401,20150430,H00:H24,NHB,Resident,194.69,93.99
2,34,20150401,20150430,H00:H24,NHB,Visitor,322.02,50.09
34,13,20150401,20150430,H00:H24,NHB,Visitor,87.31,18.71
4,12,20150401,20150430,H00:H24,HBO,Resident,355.16,50.74
12,6,20150401,20150430,H00:H24,NHB,Resident,429.22,85.84
25,19,20150401,20150430,H00:H24,NHB,Visitor,395.18,72.45
16,21,20150401,20150430,H00:H24,NHB,Visitor,180.89,7.54
40,20,20150401,20150430,H00:H24,HBO,Resident,16.84,10.10
20,32,20150401,20150430,H00:H24,HBW,Resident,86.10,9.57
7,36,20150401,20150430,H00:H24,NHB,Resident,328.43,39.41
36,39,20150401,20150430,H00:H24,HBO,Resident,575.82,121.23
31,36,20150401,20150430,H00:H24,HBO,Resident,220.45,73.48
36,31,20150401,20150430,H00:H24,HBO,Resident,236.73,72.33
11,4,20150401,20150430,H00:H24,HBO,Resident,1278.56,52.34
27,9,20150401,20150430,H00:H24,HBW,Resident,174.90,9.21
9,28,20150401,20150430,H00:H24,HBW,Resident,126.20,11.47
12,8,20150401,20150430,H00:H24,NHB,Visitor,38.62,7.72
13,26,20150401,20150430,H00:H24,NHB,Resident,587.40,123.28
15,32,20150401,20150430,H00:H24,NHB,Resident,291.44,23.63
26,6,20150401,20150430,H00:H24,NHB,Visitor,34.10,20.46
15,38,20150401,20150430,H00:H24,NHB,Visitor,107.54,26.88
2,8,20150401,20150430,H00:H24,HBW,Resident,363.87,49.85
12,29,20150401,20150430,H00:H24,NHB,Resident,273.93,84.29
29,33,20150401,20150430,H00:H24,NHB,Resident,26.90,6.73
33,7,20150401,20150430,H00:H24,NHB,Resident,105.72,35.24
31,30,20150401,20150430,H00:H24,NHB,Resident,40.34,32.27
29,12,20150401,20150430,H00:H24,HBO,Resident,429.73,56.05
7,24,20150401,20150430,H00:H24,HBO,Resident,275.48,43.21
24,25,20150401,20150430,H00:H24,NHB,Resident,85.70,24.49
31,17,20150401,20150430,H00:H24,HBW,Resident,1085.57,107.84
33,31,20150401,20150430,H00:H24,HBW,Resident,308.38,25.00
13,26,20150401,20150430,H00:H24,HBW,Resident,291.62,8.33
26,13,20150401,20150430,H00:H24,HBW,Resident,259.68,17.31
37,25,20150401,20150430,H00:H24,HBO,Resident,53.18,8.86
14,19,20150401,20150430,H00:H24,HBO,Resident,240.83,49.70
2,29,20150401,20150430,H00:H24,NHB,Resident,282.15,42.02
37,17,20150401,20150430,H00:H24,NHB,Resident,351.57,86.10
23,11,20150401,20150430,H00:H24,NHB,Resident,725.38,87.31
24,31,20150401,20150430,H00:H24,NHB,Resident,75.43,30.17
21,30,20150401,20150430,H00:H24,HBO,Resident,217.30,19.75
30,21,20150401,20150430,H00:H24,HBO,Resident,189.04,23.63
34,14,20150401,20150430,H00:H24,NHB,Visitor,541.67,54.85
21,36,20150401,20150430,H00:H24,NHB,Resident,175.32,50.09
13,30,20150401,20150430,H00:H24,NHB,Visitor,77.97,14.18
17,37,20150401,20150430,H00:H24,HBO,Resident,437.30,124.94
37,17,20150401,20150430,H00:H24,HBO,Resident,394.06,104.55
7,25,20150401,20150430,H00:H24,NHB,Visitor,200.17,45.20
4,13,20150401,20150430,H00:H24,NHB,Visitor,157.53,20.55
14,8,20150401,20150430,H00:H24,NHB,Visitor,688.79,63.26
40,11,20150401,20150430,H00:H24,HBW,Resident,446.30,63.76
38,30,20150401,20150430,H00:H24,HBW,Resident,20.84,10.42
14,32,20150401,20150430,H00:H24,HBO,Resident,606.41,117.66
19,7,20150401,20150430,H00:H24,HBW,Resident,113.04,28.26
25,3,20150401,20150430,H00:H24,NHB,Visitor,465.30,79.77
16,34,20150401,20150430,H00:H24,NHB,Visitor,175.72,36.61
13,40,20150401,20150430,H00:H24,NHB,Resident,141.95,53.23
29,2,20150401,20150430,H00:H24,HBO,Resident,253.22,45.45
31,21,20150401,20150430,H00:H24,HBW,Resident,364.50,23.90
21,31,20150401,20150430,H00:H24,HBW,Resident,360.22,58.10
27,14,20150401,20150430,H00:H24,NHB,Resident,350.25,157.96
16,4,20150401,20150430,H00:H24,NHB,Visitor,542.07,7.43
35,24,20150401,20150430,H00:H24,NHB,Resident,95.62,19.12
24,35,20150401,20150430,H00:H24,NHB,Resident,149.20,8.29
8,27,20150401,20150430,H00:H24,HBO,Resident,51.68,25.84
29,21,20150401,20150430,H00:H24,HBO,Resident,175.58,18.81
21,29,20150401,20150430,H00:H24,HBO,Resident,179.69,10.89
8,25,20150401,20150430,H00:H24,HBW,Resident,306.00,8.05
25,8,20150401,20150430,H00:H24,HBW,Resident,281.56,60.88
15,30,20150401,20150430,H00:H24,HBW,Resident,398.23,36.20
21,12,20150401,20150430,H00:H24,HBW,Resident,337.72,6.49
12,21,20150401,20150430,H00:H24,HBW,Resident,391.69,25.27
10,33,20150401,20150430,H00:H24,HBO,Resident,127.65,87.76
10,40,20150401,20150430,H00:H24,HBO,Resident,79.52,15.90
40,10,20150401,20150430,H00:H24,HBO,Resident,76.32,16.96
8,19,20150401,20150430,H00:H24,NHB,Visitor,54.41,6.05
9,22,20150401,20150430,H00:H24,NHB,Resident,298.11,17.54
12,30,20150401,20150430,H00:H24,NHB,Visitor,86.47,17.29
38,7,20150401,20150430,H00:H24,HBO,Resident,151.96,33.03
21,7,20150401,20150430,H00:H24,HBO,Resident,318.81,20.97
13,40,20150401,20150430,H00:H24,HBW,Resident,110.09,6.88
40,13,20150401,20150430,H00:H24,HBW,Resident,81.50,16.30
25,34,20150401,20150430,H00:H24,NHB,Resident,415.04,118.58
3,39,20150401,20150430,H00:H24,NHB,Resident,53.71,8.95
19,6,20150401,20150430,H00:H24,HBW,Resident,154.94,21.37
32,15,20150401,20150430,H00:H24,HBO,Resident,337.27,70.00
15,32,20150401,20150430,H00:H24,HBO,Resident,348.25,80.37
35,15,20150401,20150430,H00:H24,HBW,Resident,515.48,84.74
32,14,20150401,20150430,H00:H24,NHB,Resident,705.58,174.41
28,14,20150401,20150430,H00:H24,NHB,Resident,131.37,81.32
12,33,20150401,20150430,H00:H24,HBO,Resident,117.39,58.70
33,36,20150401,20150430,H00:H24,NHB,Resident,125.81,17.16
36,12,20150401,20150430,H00:H24,HBO,Resident,231.01,53.90
8,21,20150401,20150430,H00:H24,HBW,Resident,370.47,12.15
21,8,20150401,20150430,H00:H24,HBW,Resident,323.48,19.41
15,31,20150401,20150430,H00:H24,HBW,Resident,879.73,164.95
8,11,20150401,20150430,H00:H24,NHB,Resident,1072.27,93.24
34,6,20150401,20150430,H00:H24,NHB,Resident,284.36,37.09
33,2,20150401,20150430,H00:H24,NHB,Visitor,227.40,66.88
30,12,20150401,20150430,H00:H24,HBW,Resident,166.97,15.90
12,30,20150401,20150430,H00:H24,HBW,Resident,146.79,14.68
19,24,20150401,20150430,H00:H24,NHB,Visitor,1211.73,282.98
2,35,20150401,20150430,H00:H24,NHB,Visitor,67.14,20.14
2,27,20150401,20150430,H00:H24,NHB,Resident,229.11,12.38
27,10,20150401,20150430,H00:H24,NHB,Resident,195.02,20.89
8,24,20150401,20150430,H00:H24,HBO,Resident,149.33,17.92
38,6,20150401,20150430,H00:H24,NHB,Resident,144.11,12.53
2,8,20150401,20150430,H00:H24,NHB,Resident,345.48,78.01
14,38,20150401,20150430,H00:H24,HBW,Resident,722.97,149.88
5,39,20150401,20150430,H00:H24,NHB,Visitor,106.57,6.66
30,36,20150401,20150430,H00:H24,HBO,Resident,176.31,44.08
30,29,20150401,20150430,H00:H24,HBO,Resident,192.67,21.41
10,28,20150401,20150430,H00:H24,NHB,Resident,95.61,7.35
2,8,20150401,20150430,H00:H24,NHB,Visitor,319.97,40.00
32,2,20150401,20150430,H00:H24,HBW,Resident,65.71,7.30
32,15,20150401,20150430,H00:H24,NHB,Resident,243.97,62.74
33,17,20150401,20150430,H00:H24,NHB,Visitor,115.56,6.80
40,11,20150401,20150430,H00:H24,NHB,Resident,519.81,133.46
13,23,20150401,20150430,H00:H24,NHB,Visitor,127.10,6.69
31,15,20150401,20150430,H00:H24,HBW,Resident,683.38,240.74
38,15,20150401,20150430,H00:H24,HBW,Resident,477.34,25.57
21,28,20150401,20150430,H00:H24,HBO,Resident,56.15,16.04
28,25,20150401,20150430,H00:H24,HBO,Resident,122.88,8.78
25,28,20150401,20150430,H00:H24,HBO,Resident,96.47,32.16
31,35,20150401,20150430,H00:H24,HBO,Resident,185.06,53.98
12,8,20150401,20150430,H00:H24,HBO,Resident,234.17,27.55
8,12,20150401,20150430,H00:H24,HBO,Resident,311.91,15.22
22,10,20150401,20150430,H00:H24,HBO,Resident,310.38,22.17
26,22,20150401,20150430,H00:H24,HBO,Resident,171.56,27.45
3,13,20150401,20150430,H00:H24,HBO,Resident,293.03,45.97
13,36,20150401,20150430,H00:H24,HBW,Resident,280.92,90.30
39,21,20150401,20150430,H00:H24,HBO,Resident,39.97,11.99
7,39,20150401,20150430,H00:H24,HBO,Resident,183.72,19.68
40,25,20150401,20150430,H00:H24,HBW,Resident,82.69,26.11
12,6,20150401,20150430,H00:H24,HBO,Resident,421.33,50.56
17,18,20150401,20150430,H00:H24,HBO,Resident,231.13,21.01
2,33,20150401,20150430,H00:H24,HBO,Resident,124.39,41.46
16,35,20150401,20150430,H00:H24,HBO,Resident,1083.86,108.39
6,26,20150401,20150430,H00:H24,HBO,Resident,156.58,20.42
26,6,20150401,20150430,H00:H24,HBO,Resident,138.44,48.45
22,9,20150401,20150430,H00:H24,NHB,Visitor,71.68,8.96
17,31,20150401,20150430,H00:H24,HBW,Resident,1101.14,72.92
30,13,20150401,20150430,H00:H24,NHB,Resident,392.67,44.45
23,36,20150401,20150430,H00:H24,HBW,Resident,29.76,4.96
33,11,20150401,20150430,H00:H24,HBO,Resident,573.22,110.62
11,33,20150401,20150430,H00:H24,HBO,Resident,609.14,76.14
5,34,20150401,20150430,H00:H24,NHB,Visitor,35.50,5.92
27,13,20150401,20150430,H00:H24,NHB,Visitor,181.05,20.12
35,33,20150401,20150430,H00:H24,HBO,Resident,134.29,38.37
20,4,20150401,20150430,H00:H24,NHB,Visitor,83.38,7.58
28,2,20150401,20150430,H00:H24,HBO,Resident,127.40,6.71
11,22,20150401,20150430,H00:H24,NHB,Visitor,164.96,14.34
22,11,20150401,20150430,H00:H24,NHB,Visitor,199.44,33.24
26,14,20150401,20150430,H00:H24,NHB,Visitor,202.98,45.83
19,24,20150401,20150430,H00:H24,HBO,Resident,25.39,2.54
23,2,20150401,20150430,H00:H24,NHB,Resident,499.48,66.60
26,14,20150401,20150430,H00:H24,NHB,Resident,425.28,177.20
34,17,20150401,20150430,H00:H24,HBW,Resident,462.68,14.69
4,31,20150401,20150430,H00:H24,HBW,Resident,107.81,16.59
31,4,20150401,20150430,H00:H24,HBW,Resident,111.62,39.86
11,35,20150401,20150430,H00:H24,NHB,Visitor,132.49,23.38
22,33,20150401,20150430,H00:H24,HBW,Resident,31.36,7.84
24,33,20150401,20150430,H00:H24,HBW,Resident,29.58,2.69
23,3,20150401,20150430,H00:H24,NHB,Resident,26.80,20.10
16,23,20150401,20150430,H00:H24,NHB,Resident,337.86,84.47
22,26,20150401,20150430,H00:H24,HBO,Resident,200.88,40.18
21,24,20150401,20150430,H00:H24,HBO,Resident,115.04,23.01
24,21,20150401,20150430,H00:H24,HBO,Resident,152.71,21.31
32,40,20150401,20150430,H00:H24,HBW,Resident,51.87,12.97
16,20,20150401,20150430,H00:H24,HBO,Resident,381.18,59.06
20,16,20150401,20150430,H00:H24,HBO,Resident,358.53,68.76
28,9,20150401,20150430,H00:H24,HBO,Resident,85.12,15.48
36,26,20150401,20150430,H00:H24,HBO,Resident,131.95,43.98
34,36,20150401,20150430,H00:H24,HBO,Resident,364.98,46.45
10,31,20150401,20150430,H00:H24,HBO,Resident,377.63,67.97
30,20,20150401,20150430,H00:H24,HBW,Resident,174.76,8.74
35,25,20150401,20150430,H00:H24,HBO,Resident,138.22,36.37
25,35,20150401,20150430,H00:H24,HBO,Resident,143.75,43.13
34,39,20150401,20150430,H00:H24,HBO,Resident,221.02,40.93
39,34,20150401,20150430,H00:H24,HBO,Resident,156.59,74.57
12,35,20150401,20150430,H00:H24,NHB,Resident,218.55,36.43
7,13,20150401,20150430,H00:H24,NHB,Visitor,193.92,19.39
16,31,20150401,20150430,H00:H24,NHB,Resident,801.69,178.15
31,3,20150401,20150430,H00:H24,NHB,Resident,85.92,9.55
21,24,20150401,20150430,H00:H24,NHB,Resident,272.50,71.98
24,21,20150401,20150430,H00:H24,NHB,Resident,171.10,40.26
35,31,20150401,20150430,H00:H24,HBO,Resident,187.71,53.63
24,39,20150401,20150430,H00:H24,HBW,Resident,78.11,12.02
39,24,20150401,20150430,H00:H24,HBW,Resident,128.47,15.11
6,39,20150401,20150430,H00:H24,NHB,Resident,250.78,25.08
39,12,20150401,20150430,H00:H24,NHB,Resident,115.95,16.56
21,25,20150401,20150430,H00:H24,NHB,Visitor,408.69,56.37
15,36,20150401,20150430,H00:H24,NHB,Visitor,139.59,11.63
38,16,20150401,20150430,H00:H24,NHB,Resident,511.50,118.04
18,20,20150401,20150430,H00:H24,HBO,Resident,97.22,4.42
6,18,20150401,20150430,H00:H24,HBO,Resident,35.86,4.48
25,6,20150401,20150430,H00:H24,NHB,Visitor,261.66,36.34
36,32,20150401,20150430,H00:H24,NHB,Resident,138.95,69.48
29,33,20150401,20150430,H00:H24,HBW,Resident,11.81,5.91
33,9,20150401,20150430,H00:H24,NHB,Resident,276.12,60.40
9,35,20150401,20150430,H00:H24,NHB,Resident,113.37,35.43
35,9,20150401,20150430,H00:H24,NHB,Resident,210.56,46.06
29,16,20150401,20150430,H00:H24,NHB,Resident,332.91,115.79
26,31,20150401,20150430,H00:H24,HBO,Resident,310.69,87.63
31,26,20150401,20150430,H00:H24,HBO,Resident,238.40,57.54
14,30,20150401,20150430,H00:H24,HBO,Resident,841.25,216.82
30,26,20150401,20150430,H00:H24,NHB,Resident,114.41,6.02
26,14,20150401,20150430,H00:H24,HBO,Resident,472.83,118.21
7,21,20150401,20150430,H00:H24,NHB,Visitor,129.04,12.90
2,33,20150401,20150430,H00:H24,NHB,Visitor,142.60,39.61
36,38,20150401,20150430,H00:H24,NHB,Resident,138.65,18.91
36,29,20150401,20150430,H00:H24,NHB,Resident,43.25,8.65
38,34,20150401,20150430,H00:H24,HBO,Resident,152.49,44.85
31,39,20150401,20150430,H00:H24,HBW,Resident,89.62,59.75
29,35,20150401,20150430,H00:H24,NHB,Resident,69.43,17.36
5,12,20150401,20150430,H00:H24,NHB,Visitor,61.19,17.48
33,25,20150401,20150430,H00:H24,NHB,Visitor,115.71,47.65
2,5,20150401,20150430,H00:H24,HBO,Resident,209.76,76.74
3,22,20150401,20150430,H00:H24,NHB,Visitor,13.99,7.00
35,2,20150401,20150430,H00:H24,NHB,Visitor,102.90,22.05
40,14,20150401,20150430,H00:H24,NHB,Visitor,588.84,196.28
2,3,20150401,20150430,H00:H24,NHB,Resident,217.00,42.19
19,25,20150401,20150430,H00:H24,HBW,Resident,66.38,3.49
17,19,20150401,20150430,H00:H24,HBW,Resident,482.33,40.19
15,18,20150401,20150430,H00:H24,HBO,Resident,114.06,9.92
18,15,20150401,20150430,H00:H24,HBO,Resident,115.31,9.22
11,40,20150401,20150430,H00:H24,HBW,Resident,415.12,61.05
31,12,20150401,20150430,H00:H24,NHB,Resident,401.15,148.57
12,33,20150401,20150430,H00:H24,HBW,Resident,102.23,7.86
37,40,20150401,20150430,H00:H24,NHB,Resident,115.42,26.23
40,37,20150401,20150430,H00:H24,NHB,Resident,101.81,16.08
29,31,20150401,20150430,H00:H24,HBO,Resident,77.89,17.31
31,29,20150401,20150430,H00:H24,HBO,Resident,92.66,16.85
39,6,20150401,20150430,H00:H24,NHB,Resident,268.05,51.55
6,25,20150401,20150430,H00:H24,NHB,Resident,375.58,56.69
28,2,20150401,20150430,H00:H24,HBW,Resident,144.56,18.07
12,23,20150401,20150430,H00:H24,NHB,Resident,338.23,50.73
31,11,20150401,20150430,H00:H24,NHB,Visitor,464.65,83.22
19,40,20150401,20150430,H00:H24,NHB,Resident,24.95,6.24
12,9,20150401,20150430,H00:H24,HBO,Resident,1032.02,196.58
5,19,20150401,20150430,H00:H24,HBO,Resident,54.72,7.82
22,13,20150401,20150430,H00:H24,HBO,Resident,306.54,65.69
20,22,20150401,20150430,H00:H24,HBO,Resident,74.28,18.57
10,32,20150401,20150430,H00:H24,NHB,Resident,84.03,15.28
32,7,20150401,20150430,H00:H24,NHB,Resident,129.10,13.59
28,34,20150401,20150430,H00:H24,NHB,Visitor,31.73,15.87
34,28,20150401,20150430,H00:H24,NHB,Visitor,5.35,5.35
23,21,20150401,20150430,H00:H24,HBO,Resident,152.16,28.79
21,23,20150401,20150430,H00:H24,HBO,Resident,169.37,8.26
4,10,20150401,20150430,H00:H24,NHB,Visitor,334.62,7.12
8,20,20150401,20150430,H00:H24,HBO,Resident,211.95,16.30
20,8,20150401,20150430,H00:H24,HBO,Resident,180.87,22.61
34,26,20150401,20150430,H00:H24,HBW,Resident,229.65,29.95
26,34,20150401,20150430,H00:H24,HBW,Resident,236.75,28.41
38,12,20150401,20150430,H00:H24,NHB,Resident,49.58,33.05
28,18,20150401,20150430,H00:H24,NHB,Visitor,12.82,6.41
30,5,20150401,20150430,H00:H24,HBO,Resident,19.07,9.54
6,38,20150401,20150430,H00:H24,HBW,Resident,53.13,6.64
8,25,20150401,20150430,H00:H24,NHB,Visitor,84.40,7.03
9,27,20150401,20150430,H00:H24,HBW,Resident,219.27,25.30
19,7,20150401,20150430,H00:H24,HBO,Resident,179.98,46.45
7,19,20150401,20150430,H00:H24,HBO,Resident,159.24,30.82
32,40,20150401,20150430,H00:H24,NHB,Resident,53.36,6.67
17,27,20150401,20150430,H00:H24,HBW,Resident,632.40,56.84
27,17,20150401,20150430,H00:H24,HBW,Resident,718.99,106.21
9,38,20150401,20150430,H00:H24,NHB,Resident,78.86,24.26
34,40,20150401,20150430,H00:H24,NHB,Resident,107.91,44.43
21,3,20150401,20150430,H00:H24,HBO,Resident,117.81,16.83
39,25,20150401,20150430,H00:H24,HBO,Resident,60.98,20.33
28,8,20150401,20150430,H00:H24,HBW,Resident,15.34,7.67
30,31,20150401,20150430,H00:H24,HBO,Resident,203.66,50.92
8,30,20150401,20150430,H00:H24,HBO,Resident,134.22,9.59
17,33,20150401,20150430,H00:H24,NHB,Visitor,157.78,18.93
33,20,20150401,20150430,H00:H24,NHB,Visitor,48.09,13.74
39,7,20150401,20150430,H00:H24,NHB,Visitor,101.41,6.76
6,30,20150401,20150430,H00:H24,NHB,Resident,81.10,12.48
24,7,20150401,20150430,H00:H24,HBO,Resident,273.21,23.25
13,40,20150401,20150430,H00:H24,HBO,Resident,122.00,22.87
6,31,20150401,20150430,H00:H24,NHB,Resident,249.76,39.44
34,13,20150401,20150430,H00:H24,HBO,Resident,256.14,58.55
13,35,20150401,20150430,H00:H24,HBO,Resident,119.76,56.73
31,36,20150401,20150430,H00:H24,NHB,Resident,284.45,119.07
29,32,20150401,20150430,H00:H24,NHB,Resident,69.44,25.25
29,36,20150401,20150430,H00:H24,NHB,Resident,116.56,33.30
32,36,20150401,20150430,H00:H24,NHB,Resident,97.85,19.57
32,11,20150401,20150430,H00:H24,NHB,Visitor,70.88,25.77
12,23,20150401,20150430,H00:H24,HBW,Resident,293.25,34.10
26,30,20150401,20150430,H00:H24,NHB,Resident,158.68,30.22
30,33,20150401,20150430,H00:H24,HBO,Resident,154.62,34.36
7,26,20150401,20150430,H00:H24,HBO,Resident,189.75,27.11
39,36,20150401,20150430,H00:H24,HBO,Resident,463.16,73.52
9,28,20150401,20150430,H00:H24,NHB,Resident,176.65,35.33
5,13,20150401,20150430,H00:H24,HBW,Resident,447.32,27.96
13,5,20150401,20150430,H00:H24,HBW,Resident,302.37,9.75
2,23,20150401,20150430,H00:H24,NHB,Resident,673.82,110.26
27,34,20150401,20150430,H00:H24,NHB,Resident,58.33,21.21
21,4,20150401,20150430,H00:H24,NHB,Visitor,90.72,7.56
2,39,20150401,20150430,H00:H24,NHB,Visitor,119.14,21.02
17,30,20150401,20150430,H00:H24,NHB,Visitor,232.22,7.04
8,36,20150401,20150430,H00:H24,NHB,Resident,192.98,42.88
36,23,20150401,20150430,H00:H24,NHB,Resident,90.76,22.69
34,37,20150401,20150430,H00:H24,HBO,Resident,146.93,17.29
37,34,20150401,20150430,H00:H24,HBO,Resident,98.92,8.24
30,15,20150401,20150430,H00:H24,HBW,Resident,380.93,37.35
15,30,20150401,20150430,H00:H24,HBO,Resident,312.09,70.22
13,39,20150401,20150430,H00:H24,NHB,Visitor,43.44,7.24
35,12,20150401,20150430,H00:H24,HBW,Resident,250.07,68.20
12,35,20150401,20150430,H00:H24,HBW,Resident,269.99,78.75
27,2,20150401,20150430,H00:H24,HBW,Resident,151.18,6.87
21,22,20150401,20150430,H00:H24,HBO,Resident,92.18,7.68
25,7,20150401,20150430,H00:H24,NHB,Resident,376.17,99.37
20,29,20150401,20150430,H00:H24,HBW,Resident,158.44,8.80
36,20,20150401,20150430,H00:H24,NHB,Resident,66.60,9.51
29,34,20150401,20150430,H00:H24,NHB,Resident,152.96,65.55
2,27,20150401,20150430,H00:H24,HBO,Resident,255.33,25.03
27,2,20150401,20150430,H00:H24,HBO,Resident,285.90,20.06
13,38,20150401,20150430,H00:H24,NHB,Visitor,28.00,16.80
25,21,20150401,20150430,H00:H24,NHB,Resident,469.04,135.95
35,16,20150401,20150430,H00:H24,HBW,Resident,705.83,39.21
2,36,20150401,20150430,H00:H24,NHB,Visitor,109.11,34.46
10,22,20150401,20150430,H00:H24,NHB,Visitor,122.59,14.42
22,12,20150401,20150430,H00:H24,NHB,Visitor,27.23,5.45
12,25,20150401,20150430,H00:H24,NHB,Visitor,471.51,53.89
21,7,20150401,20150430,H00:H24,NHB,Resident,627.51,54.83
16,40,20150401,20150430,H00:H24,NHB,Visitor,87.61,12.52
2,26,20150401,20150430,H00:H24,HBW,Resident,866.78,40.89
13,36,20150401,20150430,H00:H24,NHB,Resident,255.83,124.46
26,7,20150401,20150430,H00:H24,HBO,Resident,168.64,17.75
22,16,20150401,20150430,H00:H24,HBO,Resident,379.57,117.32
7,21,20150401,20150430,H00:H24,HBW,Resident,385.55,17.01
7,35,20150401,20150430,H00:H24,NHB,Resident,225.76,34.21
31,38,20150401,20150430,H00:H24,HBO,Resident,134.35,56.57
7,38,20150401,20150430,H00:H24,NHB,Visitor,24.31,16.21
9,37,20150401,20150430,H00:H24,HBW,Resident,77.01,33.00
24,36,20150401,20150430,H00:H24,NHB,Resident,128.28,24.67
24,13,20150401,20150430,H00:H24,NHB,Resident,304.32,61.99
20,6,20150401,20150430,H00:H24,NHB,Visitor,125.42,31.35
23,15,20150401,20150430,H00:H24,NHB,Resident,494.95,192.48
39,21,20150401,20150430,H00:H24,HBW,Resident,131.77,52.71
27,12,20150401,20150430,H00:H24,NHB,Resident,143.72,21.56
8,21,20150401,20150430,H00:H24,NHB,Visitor,56.30,7.04
6,23,20150401,20150430,H00:H24,NHB,Resident,98.81,30.40
38,7,20150401,20150430,H00:H24,NHB,Resident,151.97,42.55
17,38,20150401,20150430,H00:H24,NHB,Visitor,55.05,23.59
