Origin_Zone,Destination_Zone,Start_date,End_Date,Purpose,Time_of_Day,Subscriber_Class,Count,SZCount
14,40,20150401,20150430,H00:H24,HBO,Resident,1296.09,255.48
40,2,20150401,20150430,H00:H24,NHB,Resident,62.46,11.36
2,40,20150401,20150430,H00:H24,NHB,Resident,88.73,47.32
40,14,20150401,20150430,H00:H24,HBO,Resident,1389.17,271.52
14,19,20150401,20150430,H00:H24,NHB,Resident,548.73,146.33
19,6,20150401,20150430,H00:H24,HBO,Resident,112.04,17.69
20,22,20150401,20150430,H00:H24,NHB,Resident,287.42,58.79
17,10,20150401,20150430,H00:H24,NHB,Resident,5435.80,866.39
30,2,20150401,20150430,H00:H24,NHB,Resident,175.41,42.67
11,22,20150401,20150430,H00:H24,HBO,Resident,859.71,54.71
22,14,20150401,20150430,H00:H24,NHB,Resident,649.64,162.41
17,23,20150401,20150430,H00:H24,HBW,Resident,589.20,27.40
23,17,20150401,20150430,H00:H24,HBW,Resident,549.92,48.12
17,28,20150401,20150430,H00:H24,HBW,Resident,263.31,14.63
28,17,20150401,20150430,H00:H24,HBW,Resident,196.55,6.55
12,9,20150401,20150430,H00:H24,NHB,Resident,627.68,97.64
35,15,20150401,20150430,H00:H24,NHB,Resident,659.68,133.20
35,17,20150401,20150430,H00:H24,HBW,Resident,405.19,33.77
17,33,20150401,20150430,H00:H24,NHB,Resident,1023.40,236.17
33,14,20150401,20150430,H00:H24,HBO,Resident,701.99,107.36
12,13,20150401,20150430,H00:H24,NHB,Visitor,791.37,46.95
5,24,20150401,20150430,H00:H24,NHB,Visitor,628.48,33.43
27,9,20150401,20150430,H00:H24,HBO,Resident,160.14,17.16
9,27,20150401,20150430,H00:H24,HBO,Resident,190.75,22.89
11,40,20150401,20150430,H00:H24,HBO,Resident,719.52,96.43
40,11,20150401,20150430,H00:H24,HBO,Resident,735.06,87.33
4,24,20150401,20150430,H00:H24,NHB,Visitor,533.72,34.21
36,25,20150401,20150430,H00:H24,HBO,Resident,199.35,46.52
17,21,20150401,20150430,H00:H24,NHB,Resident,3638.91,336.83
2,9,20150401,20150430,H00:H24,NHB,Resident,2144.71,323.10
9,23,20150401,20150430,H00:H24,HBO,Resident,286.99,24.74
18,10,20150401,20150430,H00:H24,NHB,Visitor,9285.85,6.69
29,9,20150401,20150430,H00:H24,NHB,Resident,265.95,22.16
9,13,20150401,20150430,H00:H24,HBO,Resident,1639.25,160.94
22,2,20150401,20150430,H00:H24,NHB,Visitor,270.64,42.73
13,25,20150401,20150430,H00:H24,NHB,Resident,1066.23,338.07
25,13,20150401,20150430,H00:H24,NHB,Resident,856.99,243.80
27,13,20150401,20150430,H00:H24,NHB,Resident,217.68,21.77
10,12,20150401,20150430,H00:H24,HBO,Resident,7155.15,111.13
12,10,20150401,20150430,H00:H24,HBO,Resident,7341.02,42.93
4,17,20150401,20150430,H00:H24,HBW,Resident,1650.31,15.14
14,24,20150401,20150430,H00:H24,HBW,Resident,461.94,46.19
24,14,20150401,20150430,H00:H24,HBW,Resident,483.55,57.64
3,15,20150401,20150430,H00:H24,NHB,Resident,1066.51,19.27
16,20,20150401,20150430,H00:H24,NHB,Visitor,155.31,28.24
14,31,20150401,20150430,H00:H24,HBO,Resident,973.36,229.03
14,22,20150401,20150430,H00:H24,NHB,Resident,598.74,126.40
25,30,20150401,20150430,H00:H24,NHB,Resident,98.82,14.12
2,18,20150401,20150430,H00:H24,NHB,Resident,1150.87,5.43
18,16,20150401,20150430,H00:H24,NHB,Resident,97.27,19.45
10,12,20150401,20150430,H00:H24,HBW,Resident,3913.55,7.86
12,10,20150401,20150430,H00:H24,HBW,Resident,3444.64,7.96
10,19,20150401,20150430,H00:H24,NHB,Resident,1541.93,88.28
21,10,20150401,20150430,H00:H24,HBW,Resident,2200.50,89.82
5,17,20150401,20150430,H00:H24,NHB,Resident,888.23,78.16
15,19,20150401,20150430,H00:H24,HBO,Resident,464.59,101.83
24,15,20150401,20150430,H00:H24,NHB,Resident,945.24,204.38
36,10,20150401,20150430,H00:H24,NHB,Visitor,95.78,6.39
16,9,20150401,20150430,H00:H24,HBO,Resident,4488.93,95.64
2,25,20150401,20150430,H00:H24,NHB,Visitor,3246.81,401.08
2,21,20150401,20150430,H00:H24,HBO,Resident,1714.38,185.66
33,17,20150401,20150430,H00:H24,HBO,Resident,1119.01,220.28
17,33,20150401,20150430,H00:H24,HBO,Resident,1057.91,194.66
33,16,20150401,20150430,H00:H24,HBO,Resident,807.61,159.84
16,33,20150401,20150430,H00:H24,HBO,Resident,694.96,96.77
9,10,20150401,20150430,H00:H24,HBW,Resident,1258.33,130.40
35,20,20150401,20150430,H00:H24,HBW,Resident,152.82,21.83
20,35,20150401,20150430,H00:H24,HBW,Resident,135.53,63.78
31,25,20150401,20150430,H00:H24,NHB,Visitor,147.44,35.10
2,31,20150401,20150430,H00:H24,NHB,Resident,436.21,102.99
14,30,20150401,20150430,H00:H24,NHB,Resident,903.22,279.57
14,7,20150401,20150430,H00:H24,NHB,Visitor,1369.96,118.82
23,17,20150401,20150430,H00:H24,HBO,Resident,1075.45,146.65
17,23,20150401,20150430,H00:H24,HBO,Resident,954.44,138.94
23,17,20150401,20150430,H00:H24,NHB,Visitor,282.20,57.89
14,20,20150401,20150430,H00:H24,NHB,Visitor,1239.49,197.79
17,12,20150401,20150430,H00:H24,HBW,Resident,1670.10,206.19
12,9,20150401,20150430,H00:H24,HBW,Resident,536.16,40.62
9,12,20150401,20150430,H00:H24,HBW,Resident,540.28,151.95
17,23,20150401,20150430,H00:H24,NHB,Visitor,217.85,74.89
12,15,20150401,20150430,H00:H24,NHB,Resident,1235.32,327.43
30,2,20150401,20150430,H00:H24,HBW,Resident,266.81,15.25
2,30,20150401,20150430,H00:H24,HBW,Resident,238.33,22.34
16,32,20150401,20150430,H00:H24,NHB,Resident,431.57,120.27
17,32,20150401,20150430,H00:H24,NHB,Resident,1000.69,252.21
30,21,20150401,20150430,H00:H24,NHB,Resident,178.00,12.28
10,7,20150401,20150430,H00:H24,NHB,Resident,1194.61,117.39
5,16,20150401,20150430,H00:H24,HBO,Resident,1235.78,12.87
16,5,20150401,20150430,H00:H24,HBO,Resident,1387.62,25.46
24,20,20150401,20150430,H00:H24,NHB,Resident,126.76,37.28
20,12,20150401,20150430,H00:H24,NHB,Resident,996.51,91.99
38,11,20150401,20150430,H00:H24,HBW,Resident,288.74,7.60
11,38,20150401,20150430,H00:H24,HBW,Resident,208.23,35.90
24,40,20150401,20150430,H00:H24,NHB,Visitor,111.16,39.70
6,2,20150401,20150430,H00:H24,NHB,Visitor,1145.20,113.19
2,6,20150401,20150430,H00:H24,NHB,Visitor,894.15,86.10
13,32,20150401,20150430,H00:H24,HBO,Resident,352.20,107.62
32,16,20150401,20150430,H00:H24,NHB,Resident,360.10,100.83
39,15,20150401,20150430,H00:H24,NHB,Visitor,340.88,21.76
39,13,20150401,20150430,H00:H24,HBW,Resident,209.79,69.93
13,39,20150401,20150430,H00:H24,HBW,Resident,194.88,76.26
31,38,20150401,20150430,H00:H24,NHB,Resident,74.43,14.89
6,20,20150401,20150430,H00:H24,HBW,Resident,975.18,78.01
20,6,20150401,20150430,H00:H24,HBW,Resident,732.40,91.55
2,15,20150401,20150430,H00:H24,HBW,Resident,1423.49,348.36
3,24,20150401,20150430,H00:H24,HBW,Resident,172.10,20.01
16,12,20150401,20150430,H00:H24,HBO,Resident,1594.28,265.71
6,25,20150401,20150430,H00:H24,HBW,Resident,160.47,17.44
25,6,20150401,20150430,H00:H24,HBW,Resident,80.68,11.26
17,26,20150401,20150430,H00:H24,HBW,Resident,697.71,112.76
26,17,20150401,20150430,H00:H24,HBW,Resident,695.82,97.27
13,8,20150401,20150430,H00:H24,HBW,Resident,483.09,53.68
2,38,20150401,20150430,H00:H24,HBW,Resident,40.29,10.07
34,17,20150401,20150430,H00:H24,NHB,Visitor,282.99,69.02
12,30,20150401,20150430,H00:H24,HBO,Resident,559.19,110.14
17,20,20150401,20150430,H00:H24,HBO,Resident,1389.38,140.30
29,28,20150401,20150430,H00:H24,HBO,Resident,95.25,8.66
28,10,20150401,20150430,H00:H24,HBW,Resident,30.94,6.19
28,15,20150401,20150430,H00:H24,HBO,Resident,100.53,46.91
15,29,20150401,20150430,H00:H24,HBO,Resident,335.23,93.12
6,10,20150401,20150430,H00:H24,NHB,Resident,745.71,136.17
10,6,20150401,20150430,H00:H24,NHB,Resident,921.80,176.23
24,9,20150401,20150430,H00:H24,HBO,Resident,481.73,77.52
9,2,20150401,20150430,H00:H24,NHB,Resident,2522.07,437.45
36,11,20150401,20150430,H00:H24,NHB,Visitor,274.22,62.32
11,29,20150401,20150430,H00:H24,HBW,Resident,323.46,58.06
29,14,20150401,20150430,H00:H24,NHB,Resident,461.24,175.40
40,32,20150401,20150430,H00:H24,HBO,Resident,12.11,6.06
21,11,20150401,20150430,H00:H24,HBO,Resident,1744.01,206.46
6,21,20150401,20150430,H00:H24,HBW,Resident,455.31,15.70
21,6,20150401,20150430,H00:H24,HBW,Resident,364.11,15.49
6,2,20150401,20150430,H00:H24,NHB,Resident,605.78,100.96
18,11,20150401,20150430,H00:H24,NHB,Resident,608.97,6.28
25,2,20150401,20150430,H00:H24,HBO,Resident,331.99,64.67
2,24,20150401,20150430,H00:H24,HBO,Resident,758.61,94.83
17,24,20150401,20150430,H00:H24,HBO,Resident,927.45,205.59
26,13,20150401,20150430,H00:H24,NHB,Resident,553.32,64.67
7,2,20150401,20150430,H00:H24,NHB,Visitor,788.12,69.75
40,16,20150401,20150430,H00:H24,HBW,Resident,471.73,32.53
23,10,20150401,20150430,H00:H24,HBO,Resident,651.46,20.36
10,29,20150401,20150430,H00:H24,HBO,Resident,271.79,45.30
29,23,20150401,20150430,H00:H24,HBO,Resident,94.40,21.78
34,14,20150401,20150430,H00:H24,NHB,Resident,1469.92,210.83
36,9,20150401,20150430,H00:H24,HBW,Resident,160.88,5.19
29,36,20150401,20150430,H00:H24,HBO,Resident,64.87,14.42
14,5,20150401,20150430,H00:H24,NHB,Resident,1685.09,147.70
17,5,20150401,20150430,H00:H24,NHB,Resident,1088.29,27.55
7,27,20150401,20150430,H00:H24,HBO,Resident,92.53,13.22
27,9,20150401,20150430,H00:H24,NHB,Resident,302.69,70.39
19,2,20150401,20150430,H00:H24,HBW,Resident,1058.57,44.48
2,19,20150401,20150430,H00:H24,HBW,Resident,1002.65,55.94
40,15,20150401,20150430,H00:H24,NHB,Resident,1524.01,152.40
31,14,20150401,20150430,H00:H24,HBO,Resident,1081.48,247.20
2,8,20150401,20150430,H00:H24,HBO,Resident,371.84,44.40
8,2,20150401,20150430,H00:H24,HBO,Resident,516.43,56.75
13,25,20150401,20150430,H00:H24,HBO,Resident,923.47,221.11
25,13,20150401,20150430,H00:H24,HBO,Resident,717.72,148.29
17,3,20150401,20150430,H00:H24,NHB,Resident,891.10,11.88
16,37,20150401,20150430,H00:H24,HBW,Resident,288.45,22.77
37,16,20150401,20150430,H00:H24,HBW,Resident,315.71,15.79
30,11,20150401,20150430,H00:H24,HBW,Resident,647.61,116.93
11,30,20150401,20150430,H00:H24,HBW,Resident,600.12,54.56
2,12,20150401,20150430,H00:H24,NHB,Resident,1734.10,131.15
21,33,20150401,20150430,H00:H24,NHB,Resident,122.90,37.82
40,17,20150401,20150430,H00:H24,HBW,Resident,632.57,148.84
17,40,20150401,20150430,H00:H24,HBW,Resident,528.09,125.42
10,3,20150401,20150430,H00:H24,NHB,Resident,219.30,26.58
15,2,20150401,20150430,H00:H24,NHB,Visitor,1274.40,160.17
5,11,20150401,20150430,H00:H24,HBW,Resident,500.17,46.89
11,5,20150401,20150430,H00:H24,HBW,Resident,507.41,37.87
5,11,20150401,20150430,H00:H24,HBO,Resident,1117.68,75.89
12,23,20150401,20150430,H00:H24,HBO,Resident,490.92,46.75
21,17,20150401,20150430,H00:H24,HBW,Resident,2972.86,91.39
17,21,20150401,20150430,H00:H24,HBW,Resident,3027.07,154.11
23,25,20150401,20150430,H00:H24,NHB,Resident,317.76,77.82
25,23,20150401,20150430,H00:H24,NHB,Resident,224.32,56.08
25,12,20150401,20150430,H00:H24,NHB,Visitor,547.07,91.18
12,2,20150401,20150430,H00:H24,HBO,Resident,1534.68,45.14
2,12,20150401,20150430,H00:H24,HBO,Resident,1586.88,94.04
39,33,20150401,20150430,H00:H24,HBO,Resident,60.72,8.67
33,31,20150401,20150430,H00:H24,NHB,Resident,266.16,73.93
31,33,20150401,20150430,H00:H24,NHB,Resident,273.04,68.26
33,39,20150401,20150430,H00:H24,HBO,Resident,56.17,8.02
5,10,20150401,20150430,H00:H24,HBO,Resident,307.74,26.19
29,25,20150401,20150430,H00:H24,HBO,Resident,209.74,44.94
33,11,20150401,20150430,H00:H24,HBW,Resident,406.10,18.46
11,33,20150401,20150430,H00:H24,HBW,Resident,361.51,19.03
3,16,20150401,20150430,H00:H24,HBO,Resident,1374.95,5.64
15,24,20150401,20150430,H00:H24,HBO,Resident,862.56,208.94
24,15,20150401,20150430,H00:H24,HBO,Resident,870.82,164.61
13,23,20150401,20150430,H00:H24,HBO,Resident,759.66,112.08
23,11,20150401,20150430,H00:H24,HBO,Resident,1155.09,167.89
11,40,20150401,20150430,H00:H24,NHB,Visitor,142.02,12.35
14,34,20150401,20150430,H00:H24,HBO,Resident,1245.83,172.50
26,15,20150401,20150430,H00:H24,NHB,Resident,533.65,183.19
24,6,20150401,20150430,H00:H24,NHB,Visitor,555.67,75.46
9,13,20150401,20150430,H00:H24,NHB,Visitor,1199.70,129.51
32,14,20150401,20150430,H00:H24,HBW,Resident,572.86,42.43
14,32,20150401,20150430,H00:H24,HBW,Resident,569.31,66.98
14,20,20150401,20150430,H00:H24,NHB,Resident,1165.36,244.17
8,16,20150401,20150430,H00:H24,NHB,Visitor,470.66,14.71
31,11,20150401,20150430,H00:H24,NHB,Resident,1937.39,607.24
10,16,20150401,20150430,H00:H24,NHB,Visitor,648.49,84.59
24,35,20150401,20150430,H00:H24,HBW,Resident,56.61,3.90
35,24,20150401,20150430,H00:H24,HBW,Resident,108.75,6.59
36,14,20150401,20150430,H00:H24,NHB,Resident,1896.71,242.68
11,19,20150401,20150430,H00:H24,NHB,Visitor,1208.12,134.24
23,12,20150401,20150430,H00:H24,NHB,Visitor,68.98,6.90
2,16,20150401,20150430,H00:H24,NHB,Visitor,804.60,68.19
11,6,20150401,20150430,H00:H24,NHB,Resident,2765.39,339.27
24,14,20150401,20150430,H00:H24,HBO,Resident,648.22,111.97
20,12,20150401,20150430,H00:H24,NHB,Visitor,178.42,7.14
14,24,20150401,20150430,H00:H24,HBO,Resident,561.62,104.98
5,10,20150401,20150430,H00:H24,NHB,Visitor,374.58,25.83
10,5,20150401,20150430,H00:H24,NHB,Visitor,375.04,13.89
25,6,20150401,20150430,H00:H24,NHB,Resident,588.25,260.62
38,10,20150401,20150430,H00:H24,NHB,Resident,140.94,22.25
26,2,20150401,20150430,H00:H24,NHB,Visitor,627.77,83.20
25,15,20150401,20150430,H00:H24,NHB,Visitor,468.66,120.94
12,21,20150401,20150430,H00:H24,NHB,Visitor,225.93,25.10
17,36,20150401,20150430,H00:H24,HBW,Resident,679.72,43.65
7,2,20150401,20150430,H00:H24,NHB,Resident,754.94,149.84
14,21,20150401,20150430,H00:H24,HBW,Resident,1986.75,251.49
22,17,20150401,20150430,H00:H24,HBO,Resident,1026.11,199.10
13,3,20150401,20150430,H00:H24,HBO,Resident,267.37,62.58
7,2,20150401,20150430,H00:H24,HBO,Resident,814.21,163.87
14,8,20150401,20150430,H00:H24,NHB,Resident,2051.04,274.34
2,4,20150401,20150430,H00:H24,NHB,Resident,293.08,71.77
34,39,20150401,20150430,H00:H24,NHB,Resident,171.36,40.80
15,2,20150401,20150430,H00:H24,HBW,Resident,1545.39,225.24
4,2,20150401,20150430,H00:H24,NHB,Visitor,657.28,51.55
13,7,20150401,20150430,H00:H24,NHB,Visitor,226.03,14.13
23,11,20150401,20150430,H00:H24,HBW,Resident,665.86,101.84
14,39,20150401,20150430,H00:H24,NHB,Visitor,579.83,115.97
39,16,20150401,20150430,H00:H24,NHB,Visitor,298.98,6.95
24,11,20150401,20150430,H00:H24,HBW,Resident,1109.95,74.83
11,24,20150401,20150430,H00:H24,HBW,Resident,1357.89,54.51
40,14,20150401,20150430,H00:H24,NHB,Resident,1438.87,295.84
21,15,20150401,20150430,H00:H24,NHB,Resident,990.35,191.00
17,18,20150401,20150430,H00:H24,HBW,Resident,124.01,4.59
39,13,20150401,20150430,H00:H24,NHB,Resident,66.10,33.05
19,15,20150401,20150430,H00:H24,NHB,Resident,453.77,220.40
39,7,20150401,20150430,H00:H24,NHB,Resident,294.46,52.85
28,21,20150401,20150430,H00:H24,NHB,Resident,76.82,5.91
17,5,20150401,20150430,H00:H24,HBO,Resident,953.15,32.20
2,19,20150401,20150430,H00:H24,NHB,Visitor,5157.36,314.32
14,28,20150401,20150430,H00:H24,NHB,Resident,259.65,126.12
28,14,20150401,20150430,H00:H24,HBO,Resident,180.06,9.00
10,8,20150401,20150430,H00:H24,NHB,Visitor,175.73,33.79
16,24,20150401,20150430,H00:H24,HBW,Resident,266.03,31.30
14,35,20150401,20150430,H00:H24,NHB,Visitor,281.00,60.76
17,27,20150401,20150430,H00:H24,HBO,Resident,585.66,95.17
27,31,20150401,20150430,H00:H24,HBO,Resident,256.12,48.02
31,12,20150401,20150430,H00:H24,HBO,Resident,593.98,110.88
12,17,20150401,20150430,H00:H24,HBO,Resident,3038.19,497.01
13,7,20150401,20150430,H00:H24,HBW,Resident,647.98,118.38
10,25,20150401,20150430,H00:H24,NHB,Resident,677.65,150.59
25,10,20150401,20150430,H00:H24,NHB,Resident,867.24,152.63
8,14,20150401,20150430,H00:H24,NHB,Visitor,614.26,27.30
25,16,20150401,20150430,H00:H24,NHB,Visitor,490.38,49.04
16,25,20150401,20150430,H00:H24,NHB,Visitor,415.35,68.09
36,14,20150401,20150430,H00:H24,HBW,Resident,1485.60,57.95
14,36,20150401,20150430,H00:H24,HBW,Resident,1298.82,100.72
29,2,20150401,20150430,H00:H24,HBW,Resident,208.46,11.91
15,22,20150401,20150430,H00:H24,HBW,Resident,158.92,47.68
2,26,20150401,20150430,H00:H24,NHB,Resident,609.96,78.02
26,2,20150401,20150430,H00:H24,NHB,Resident,436.39,27.27
6,39,20150401,20150430,H00:H24,HBW,Resident,118.87,7.43
36,34,20150401,20150430,H00:H24,NHB,Resident,300.18,58.57
37,13,20150401,20150430,H00:H24,HBO,Resident,129.96,34.66
13,37,20150401,20150430,H00:H24,HBO,Resident,98.70,22.78
16,19,20150401,20150430,H00:H24,NHB,Resident,390.38,93.98
19,13,20150401,20150430,H00:H24,NHB,Resident,532.58,34.14
15,35,20150401,20150430,H00:H24,NHB,Resident,583.80,96.16
35,17,20150401,20150430,H00:H24,NHB,Resident,717.71,184.55
34,26,20150401,20150430,H00:H24,NHB,Resident,70.46,35.23
22,21,20150401,20150430,H00:H24,NHB,Resident,68.90,15.31
15,10,20150401,20150430,H00:H24,NHB,Resident,1524.33,224.36
17,5,20150401,20150430,H00:H24,NHB,Visitor,432.14,13.94
20,10,20150401,20150430,H00:H24,NHB,Visitor,3145.22,187.88
24,3,20150401,20150430,H00:H24,NHB,Visitor,911.14,171.33
9,29,20150401,20150430,H00:H24,HBW,Resident,312.89,6.80
11,25,20150401,20150430,H00:H24,HBO,Resident,2258.42,291.63
24,4,20150401,20150430,H00:H24,NHB,Visitor,765.21,131.40
20,2,20150401,20150430,H00:H24,HBW,Resident,1358.54,66.07
9,29,20150401,20150430,H00:H24,NHB,Resident,326.37,27.20
11,6,20150401,20150430,H00:H24,NHB,Visitor,1215.01,108.00
6,16,20150401,20150430,H00:H24,NHB,Visitor,1005.29,13.77
24,25,20150401,20150430,H00:H24,HBO,Resident,108.15,16.39
25,34,20150401,20150430,H00:H24,HBO,Resident,319.37,59.42
34,25,20150401,20150430,H00:H24,HBO,Resident,262.16,55.61
11,21,20150401,20150430,H00:H24,NHB,Resident,1381.55,128.79
4,10,20150401,20150430,H00:H24,NHB,Resident,218.30,38.52
12,21,20150401,20150430,H00:H24,HBO,Resident,381.43,31.26
39,9,20150401,20150430,H00:H24,NHB,Resident,173.88,28.05
9,39,20150401,20150430,H00:H24,NHB,Resident,172.98,16.74
39,10,20150401,20150430,H00:H24,NHB,Resident,223.82,57.76
9,20,20150401,20150430,H00:H24,NHB,Resident,1173.47,68.36
20,7,20150401,20150430,H00:H24,HBO,Resident,394.05,31.27
15,25,20150401,20150430,H00:H24,HBW,Resident,1417.08,166.72
34,12,20150401,20150430,H00:H24,NHB,Resident,440.26,78.11
33,17,20150401,20150430,H00:H24,NHB,Resident,665.05,124.24
34,16,20150401,20150430,H00:H24,HBO,Resident,1292.52,183.74
16,34,20150401,20150430,H00:H24,HBO,Resident,1467.26,231.32
20,13,20150401,20150430,H00:H24,NHB,Resident,1336.07,87.14
39,11,20150401,20150430,H00:H24,NHB,Resident,641.28,126.92
7,13,20150401,20150430,H00:H24,HBO,Resident,1079.36,217.08
13,7,20150401,20150430,H00:H24,HBO,Resident,1011.97,259.02
13,19,20150401,20150430,H00:H24,NHB,Resident,482.05,86.08
13,24,20150401,20150430,H00:H24,NHB,Resident,486.80,112.80
24,20,20150401,20150430,H00:H24,HBO,Resident,37.89,9.47
20,17,20150401,20150430,H00:H24,HBO,Resident,1335.08,125.87
24,6,20150401,20150430,H00:H24,NHB,Resident,353.05,80.70
24,15,20150401,20150430,H00:H24,NHB,Visitor,1061.71,176.95
7,19,20150401,20150430,H00:H24,NHB,Resident,144.85,16.71
13,31,20150401,20150430,H00:H24,NHB,Visitor,255.52,34.53
13,4,20150401,20150430,H00:H24,HBO,Resident,414.49,103.62
24,8,20150401,20150430,H00:H24,HBO,Resident,185.06,40.48
24,10,20150401,20150430,H00:H24,HBO,Resident,855.37,77.76
25,15,20150401,20150430,H00:H24,HBO,Resident,1109.75,301.56
15,25,20150401,20150430,H00:H24,HBO,Resident,1103.83,249.45
10,9,20150401,20150430,H00:H24,HBO,Resident,1933.28,175.75
9,10,20150401,20150430,H00:H24,HBO,Resident,2020.47,266.97
15,10,20150401,20150430,H00:H24,NHB,Visitor,372.48,45.61
29,25,20150401,20150430,H00:H24,NHB,Resident,228.16,57.04
15,5,20150401,20150430,H00:H24,NHB,Visitor,1228.76,27.15
36,14,20150401,20150430,H00:H24,NHB,Visitor,467.34,65.82
12,25,20150401,20150430,H00:H24,HBO,Resident,780.00,67.56
25,12,20150401,20150430,H00:H24,HBO,Resident,814.64,120.19
36,9,20150401,20150430,H00:H24,HBO,Resident,198.69,12.42
15,26,20150401,20150430,H00:H24,HBW,Resident,208.90,22.58
26,15,20150401,20150430,H00:H24,HBW,Resident,198.65,25.63
2,7,20150401,20150430,H00:H24,NHB,Visitor,724.11,60.34
34,13,20150401,20150430,H00:H24,HBW,Resident,300.55,41.74
13,34,20150401,20150430,H00:H24,HBW,Resident,274.29,51.43
19,7,20150401,20150430,H00:H24,NHB,Visitor,73.31,8.15
11,29,20150401,20150430,H00:H24,NHB,Resident,499.37,73.98
29,11,20150401,20150430,H00:H24,NHB,Resident,480.69,125.11
12,32,20150401,20150430,H00:H24,NHB,Resident,145.93,66.33
24,23,20150401,20150430,H00:H24,NHB,Visitor,171.03,49.88
7,20,20150401,20150430,H00:H24,HBO,Resident,493.66,64.96
13,20,20150401,20150430,H00:H24,NHB,Resident,1174.43,67.43
2,39,20150401,20150430,H00:H24,NHB,Resident,160.80,60.99
30,2,20150401,20150430,H00:H24,HBO,Resident,307.35,86.06
3,31,20150401,20150430,H00:H24,HBW,Resident,69.84,17.46
31,3,20150401,20150430,H00:H24,HBW,Resident,62.58,8.94
36,24,20150401,20150430,H00:H24,HBO,Resident,150.02,26.79
24,36,20150401,20150430,H00:H24,HBO,Resident,117.47,49.46
20,30,20150401,20150430,H00:H24,HBW,Resident,141.58,18.88
14,26,20150401,20150430,H00:H24,NHB,Resident,571.25,128.73
40,9,20150401,20150430,H00:H24,NHB,Resident,189.53,54.15
9,40,20150401,20150430,H00:H24,HBO,Resident,116.88,11.13
14,38,20150401,20150430,H00:H24,NHB,Visitor,189.95,39.30
13,3,20150401,20150430,H00:H24,HBW,Resident,208.07,48.39
3,13,20150401,20150430,H00:H24,HBW,Resident,278.52,25.79
35,14,20150401,20150430,H00:H24,NHB,Resident,961.35,189.46
14,35,20150401,20150430,H00:H24,NHB,Resident,1110.64,195.58
17,16,20150401,20150430,H00:H24,NHB,Visitor,2599.62,100.24
22,10,20150401,20150430,H00:H24,NHB,Visitor,123.14,32.41
4,13,20150401,20150430,H00:H24,NHB,Resident,312.68,45.76
24,38,20150401,20150430,H00:H24,HBW,Resident,5.01,0.63
38,24,20150401,20150430,H00:H24,HBW,Resident,2.84,0.95
6,21,20150401,20150430,H00:H24,NHB,Resident,313.29,30.71
35,16,20150401,20150430,H00:H24,HBO,Resident,1008.31,156.70
24,16,20150401,20150430,H00:H24,NHB,Visitor,855.43,103.69
10,40,20150401,20150430,H00:H24,HBW,Resident,84.70,11.29
4,14,20150401,20150430,H00:H24,NHB,Visitor,1219.38,101.01
31,9,20150401,20150430,H00:H24,HBW,Resident,285.17,15.41
9,31,20150401,20150430,H00:H24,HBW,Resident,292.18,25.04
3,14,20150401,20150430,H00:H24,NHB,Visitor,1243.63,84.79
30,13,20150401,20150430,H00:H24,HBW,Resident,328.33,42.09
18,21,20150401,20150430,H00:H24,HBW,Resident,29.71,4.24
20,25,20150401,20150430,H00:H24,NHB,Visitor,334.44,26.23
25,20,20150401,20150430,H00:H24,NHB,Visitor,702.87,116.01
16,13,20150401,20150430,H00:H24,HBW,Resident,1735.31,281.75
40,30,20150401,20150430,H00:H24,HBO,Resident,46.10,15.37
40,24,20150401,20150430,H00:H24,NHB,Visitor,891.26,387.80
7,24,20150401,20150430,H00:H24,NHB,Visitor,887.83,82.59
16,24,20150401,20150430,H00:H24,HBO,Resident,592.98,103.54
24,16,20150401,20150430,H00:H24,HBO,Resident,645.78,103.70
13,6,20150401,20150430,H00:H24,HBO,Resident,1025.00,305.32
11,23,20150401,20150430,H00:H24,HBW,Resident,658.12,38.71
23,13,20150401,20150430,H00:H24,NHB,Resident,410.04,66.14
11,30,20150401,20150430,H00:H24,HBO,Resident,936.37,201.20
11,37,20150401,20150430,H00:H24,HBO,Resident,320.75,31.29
39,17,20150401,20150430,H00:H24,NHB,Resident,433.70,118.28
7,10,20150401,20150430,H00:H24,HBW,Resident,465.59,35.36
10,7,20150401,20150430,H00:H24,HBW,Resident,422.41,48.28
16,21,20150401,20150430,H00:H24,HBO,Resident,739.43,104.92
20,10,20150401,20150430,H00:H24,HBO,Resident,2254.03,62.79
10,9,20150401,20150430,H00:H24,NHB,Visitor,2487.22,149.23
25,9,20150401,20150430,H00:H24,NHB,Resident,630.13,204.04
38,17,20150401,20150430,H00:H24,HBO,Resident,301.70,119.42
27,31,20150401,20150430,H00:H24,NHB,Resident,138.41,46.14
23,24,20150401,20150430,H00:H24,NHB,Visitor,269.79,96.85
17,30,20150401,20150430,H00:H24,NHB,Resident,1226.16,220.99
19,31,20150401,20150430,H00:H24,HBW,Resident,58.07,14.52
33,15,20150401,20150430,H00:H24,HBW,Resident,154.30,56.11
15,33,20150401,20150430,H00:H24,HBW,Resident,164.19,14.93
17,6,20150401,20150430,H00:H24,NHB,Visitor,644.41,7.32
6,17,20150401,20150430,H00:H24,NHB,Visitor,691.51,20.75
16,30,20150401,20150430,H00:H24,HBO,Resident,524.22,146.09
30,16,20150401,20150430,H00:H24,HBO,Resident,511.18,121.71
40,8,20150401,20150430,H00:H24,HBW,Resident,95.16,13.59
