Origin_Zone,Destination_Zone,Start_Date,End_Date,Aggregation,Subscriber_Class,Purpose,Time_of_Day,Count
26,2,20150401,20150430,WD,Visitor,NHB,H00:H24,627.77
3,39,20150401,20150430,WD,Visitor,NHB,H00:H24,58.51
25,15,20150401,20150430,WD,Visitor,NHB,H00:H24,468.66
12,21,20150401,20150430,WD,Visitor,NHB,H00:H24,225.93
17,36,20150401,20150430,WD,Resident,HBW,H00:H24,679.72
7,2,20150401,20150430,WD,Resident,NHB,H00:H24,754.94
14,21,20150401,20150430,WD,Resident,HBW,H00:H24,1986.75
22,17,20150401,20150430,WD,Resident,HBO,H00:H24,1026.11
13,3,20150401,20150430,WD,Resident,HBO,H00:H24,267.37
7,2,20150401,20150430,WD,Resident,HBO,H00:H24,814.21
14,8,20150401,20150430,WD,Resident,NHB,H00:H24,2051.04
2,4,20150401,20150430,WD,Resident,NHB,H00:H24,293.08
34,39,20150401,20150430,WD,Resident,NHB,H00:H24,171.36
4,36,20150401,20150430,WD,Resident,HBW,H00:H24,103.31
36,4,20150401,20150430,WD,Resident,HBW,H00:H24,177.49
18,14,20150401,20150430,WD,Resident,HBW,H00:H24,139.49
14,18,20150401,20150430,WD,Resident,HBW,H00:H24,136.21
15,2,20150401,20150430,WD,Resident,HBW,H00:H24,1545.39
4,2,20150401,20150430,WD,Visitor,NHB,H00:H24,657.28
13,7,20150401,20150430,WD,Visitor,NHB,H00:H24,226.03
23,11,20150401,20150430,WD,Resident,HBW,H00:H24,665.86
8,31,20150401,20150430,WD,Resident,NHB,H00:H24,79.96
14,39,20150401,20150430,WD,Visitor,NHB,H00:H24,579.83
39,16,20150401,20150430,WD,Visitor,NHB,H00:H24,298.98
5,7,20150401,20150430,WD,Resident,NHB,H00:H24,1866.01
24,11,20150401,20150430,WD,Resident,HBW,H00:H24,1109.95
11,24,20150401,20150430,WD,Resident,HBW,H00:H24,1357.89
40,14,20150401,20150430,WD,Resident,NHB,H00:H24,1438.87
21,15,20150401,20150430,WD,Resident,NHB,H00:H24,990.35
17,18,20150401,20150430,WD,Resident,HBW,H00:H24,124.01
39,13,20150401,20150430,WD,Resident,NHB,H00:H24,66.10
19,15,20150401,20150430,WD,Resident,NHB,H00:H24,453.77
39,7,20150401,20150430,WD,Resident,NHB,H00:H24,294.46
28,21,20150401,20150430,WD,Resident,NHB,H00:H24,76.82
17,5,20150401,20150430,WD,Resident,HBO,H00:H24,953.15
2,19,20150401,20150430,WD,Visitor,NHB,H00:H24,5157.36
14,28,20150401,20150430,WD,Resident,NHB,H00:H24,259.65
28,14,20150401,20150430,WD,Resident,HBO,H00:H24,180.06
10,8,20150401,20150430,WD,Visitor,NHB,H00:H24,175.73
16,24,20150401,20150430,WD,Resident,HBW,H00:H24,266.03
14,35,20150401,20150430,WD,Visitor,NHB,H00:H24,281.00
35,7,20150401,20150430,WD,Visitor,NHB,H00:H24,15.68
17,27,20150401,20150430,WD,Resident,HBO,H00:H24,585.66
27,31,20150401,20150430,WD,Resident,HBO,H00:H24,256.12
31,12,20150401,20150430,WD,Resident,HBO,H00:H24,593.98
12,17,20150401,20150430,WD,Resident,HBO,H00:H24,3038.19
13,7,20150401,20150430,WD,Resident,HBW,H00:H24,647.98
10,25,20150401,20150430,WD,Resident,NHB,H00:H24,677.65
25,10,20150401,20150430,WD,Resident,NHB,H00:H24,867.24
8,14,20150401,20150430,WD,Visitor,NHB,H00:H24,614.26
25,16,20150401,20150430,WD,Visitor,NHB,H00:H24,490.38
16,25,20150401,20150430,WD,Visitor,NHB,H00:H24,415.35
22,26,20150401,20150430,WD,Resident,HBW,H00:H24,26.62
26,22,20150401,20150430,WD,Resident,HBW,H00:H24,26.62
36,14,20150401,20150430,WD,Resident,HBW,H00:H24,1485.60
14,36,20150401,20150430,WD,Resident,HBW,H00:H24,1298.82
29,2,20150401,20150430,WD,Resident,HBW,H00:H24,208.46
17,1,20150401,20150430,WD,Resident,NHB,H00:H24,2026.99
15,22,20150401,20150430,WD,Resident,HBW,H00:H24,158.92
2,26,20150401,20150430,WD,Resident,NHB,H00:H24,609.96
26,2,20150401,20150430,WD,Resident,NHB,H00:H24,436.39
39,6,20150401,20150430,WD,Resident,HBW,H00:H24,133.94
6,39,20150401,20150430,WD,Resident,HBW,H00:H24,118.87
36,34,20150401,20150430,WD,Resident,NHB,H00:H24,300.18
37,13,20150401,20150430,WD,Resident,HBO,H00:H24,129.96
13,37,20150401,20150430,WD,Resident,HBO,H00:H24,98.70
39,17,20150401,20150430,WD,Visitor,NHB,H00:H24,85.37
16,19,20150401,20150430,WD,Resident,NHB,H00:H24,390.38
19,13,20150401,20150430,WD,Resident,NHB,H00:H24,532.58
15,35,20150401,20150430,WD,Resident,NHB,H00:H24,583.80
35,17,20150401,20150430,WD,Resident,NHB,H00:H24,717.71
34,26,20150401,20150430,WD,Resident,NHB,H00:H24,70.46
22,21,20150401,20150430,WD,Resident,NHB,H00:H24,68.90
15,10,20150401,20150430,WD,Resident,NHB,H00:H24,1524.33
17,5,20150401,20150430,WD,Visitor,NHB,H00:H24,432.14
20,10,20150401,20150430,WD,Visitor,NHB,H00:H24,3145.22
12,18,20150401,20150430,WD,Resident,HBO,H00:H24,95.17
24,3,20150401,20150430,WD,Visitor,NHB,H00:H24,911.14
9,29,20150401,20150430,WD,Resident,HBW,H00:H24,312.89
11,25,20150401,20150430,WD,Resident,HBO,H00:H24,2258.42
24,4,20150401,20150430,WD,Visitor,NHB,H00:H24,765.21
1,7,20150401,20150430,WD,Visitor,NHB,H00:H24,155.22
20,2,20150401,20150430,WD,Resident,HBW,H00:H24,1358.54
9,29,20150401,20150430,WD,Resident,NHB,H00:H24,326.37
11,6,20150401,20150430,WD,Visitor,NHB,H00:H24,1215.01
6,16,20150401,20150430,WD,Visitor,NHB,H00:H24,1005.29
24,25,20150401,20150430,WD,Resident,HBO,H00:H24,108.15
25,34,20150401,20150430,WD,Resident,HBO,H00:H24,319.37
34,25,20150401,20150430,WD,Resident,HBO,H00:H24,262.16
35,35,20150401,20150430,WD,Resident,HBO,H00:H24,2528.73
11,21,20150401,20150430,WD,Resident,NHB,H00:H24,1381.55
4,10,20150401,20150430,WD,Resident,NHB,H00:H24,218.30
12,12,20150401,20150430,WD,Visitor,NHB,H00:H24,1616.76
12,21,20150401,20150430,WD,Resident,HBO,H00:H24,381.43
39,9,20150401,20150430,WD,Resident,NHB,H00:H24,173.88
9,39,20150401,20150430,WD,Resident,NHB,H00:H24,172.98
39,10,20150401,20150430,WD,Resident,NHB,H00:H24,223.82
9,20,20150401,20150430,WD,Resident,NHB,H00:H24,1173.47
20,7,20150401,20150430,WD,Resident,HBO,H00:H24,394.05
15,25,20150401,20150430,WD,Resident,HBW,H00:H24,1417.08
27,1,20150401,20150430,WD,Resident,HBW,H00:H24,121.66
1,27,20150401,20150430,WD,Resident,HBW,H00:H24,112.38
34,12,20150401,20150430,WD,Resident,NHB,H00:H24,440.26
33,17,20150401,20150430,WD,Resident,NHB,H00:H24,665.05
34,16,20150401,20150430,WD,Resident,HBO,H00:H24,1292.52
16,34,20150401,20150430,WD,Resident,HBO,H00:H24,1467.26
20,13,20150401,20150430,WD,Resident,NHB,H00:H24,1336.07
39,11,20150401,20150430,WD,Resident,NHB,H00:H24,641.28
7,13,20150401,20150430,WD,Resident,HBO,H00:H24,1079.36
13,7,20150401,20150430,WD,Resident,HBO,H00:H24,1011.97
13,19,20150401,20150430,WD,Resident,NHB,H00:H24,482.05
13,24,20150401,20150430,WD,Resident,NHB,H00:H24,486.80
24,20,20150401,20150430,WD,Resident,HBO,H00:H24,37.89
20,17,20150401,20150430,WD,Resident,HBO,H00:H24,1335.08
24,6,20150401,20150430,WD,Resident,NHB,H00:H24,353.05
24,15,20150401,20150430,WD,Visitor,NHB,H00:H24,1061.71
7,19,20150401,20150430,WD,Resident,NHB,H00:H24,144.85
13,31,20150401,20150430,WD,Visitor,NHB,H00:H24,255.52
13,4,20150401,20150430,WD,Resident,HBO,H00:H24,414.49
24,8,20150401,20150430,WD,Resident,HBO,H00:H24,185.06
24,10,20150401,20150430,WD,Resident,HBO,H00:H24,855.37
25,15,20150401,20150430,WD,Resident,HBO,H00:H24,1109.75
15,25,20150401,20150430,WD,Resident,HBO,H00:H24,1103.83
10,9,20150401,20150430,WD,Resident,HBO,H00:H24,1933.28
9,10,20150401,20150430,WD,Resident,HBO,H00:H24,2020.47
15,10,20150401,20150430,WD,Visitor,NHB,H00:H24,372.48
29,25,20150401,20150430,WD,Resident,NHB,H00:H24,228.16
15,5,20150401,20150430,WD,Visitor,NHB,H00:H24,1228.76
36,14,20150401,20150430,WD,Visitor,NHB,H00:H24,467.34
12,25,20150401,20150430,WD,Resident,HBO,H00:H24,780.00
25,12,20150401,20150430,WD,Resident,HBO,H00:H24,814.64
36,9,20150401,20150430,WD,Resident,HBO,H00:H24,198.69
15,26,20150401,20150430,WD,Resident,HBW,H00:H24,208.90
26,15,20150401,20150430,WD,Resident,HBW,H00:H24,198.65
2,7,20150401,20150430,WD,Visitor,NHB,H00:H24,724.11
34,13,20150401,20150430,WD,Resident,HBW,H00:H24,300.55
13,34,20150401,20150430,WD,Resident,HBW,H00:H24,274.29
19,7,20150401,20150430,WD,Visitor,NHB,H00:H24,73.31
11,29,20150401,20150430,WD,Resident,NHB,H00:H24,499.37
29,11,20150401,20150430,WD,Resident,NHB,H00:H24,480.69
3,15,20150401,20150430,WD,Visitor,NHB,H00:H24,635.70
12,32,20150401,20150430,WD,Resident,NHB,H00:H24,145.93
24,23,20150401,20150430,WD,Visitor,NHB,H00:H24,171.03
7,20,20150401,20150430,WD,Resident,HBO,H00:H24,493.66
8,4,20150401,20150430,WD,Resident,HBW,H00:H24,1572.85
13,20,20150401,20150430,WD,Resident,NHB,H00:H24,1174.43
2,39,20150401,20150430,WD,Resident,NHB,H00:H24,160.80
30,2,20150401,20150430,WD,Resident,HBO,H00:H24,307.35
3,31,20150401,20150430,WD,Resident,HBW,H00:H24,69.84
31,3,20150401,20150430,WD,Resident,HBW,H00:H24,62.58
36,24,20150401,20150430,WD,Resident,HBO,H00:H24,150.02
24,36,20150401,20150430,WD,Resident,HBO,H00:H24,117.47
20,30,20150401,20150430,WD,Resident,HBW,H00:H24,141.58
14,26,20150401,20150430,WD,Resident,NHB,H00:H24,571.25
26,26,20150401,20150430,WD,Resident,NHB,H00:H24,971.40
40,9,20150401,20150430,WD,Resident,NHB,H00:H24,189.53
9,40,20150401,20150430,WD,Resident,HBO,H00:H24,116.88
14,38,20150401,20150430,WD,Visitor,NHB,H00:H24,189.95
13,3,20150401,20150430,WD,Resident,HBW,H00:H24,208.07
3,13,20150401,20150430,WD,Resident,HBW,H00:H24,278.52
35,14,20150401,20150430,WD,Resident,NHB,H00:H24,961.35
14,35,20150401,20150430,WD,Resident,NHB,H00:H24,1110.64
31,1,20150401,20150430,WD,Resident,HBW,H00:H24,305.50
1,31,20150401,20150430,WD,Resident,HBW,H00:H24,249.11
17,16,20150401,20150430,WD,Visitor,NHB,H00:H24,2599.62
4,16,20150401,20150430,WD,Visitor,NHB,H00:H24,620.93
22,10,20150401,20150430,WD,Visitor,NHB,H00:H24,123.14
4,13,20150401,20150430,WD,Resident,NHB,H00:H24,312.68
24,38,20150401,20150430,WD,Resident,HBW,H00:H24,5.01
38,38,20150401,20150430,WD,Resident,NHB,H00:H24,750.95
38,24,20150401,20150430,WD,Resident,HBW,H00:H24,2.84
6,3,20150401,20150430,WD,Visitor,NHB,H00:H24,603.56
6,21,20150401,20150430,WD,Resident,NHB,H00:H24,313.29
35,16,20150401,20150430,WD,Resident,HBO,H00:H24,1008.31
6,40,20150401,20150430,WD,Visitor,NHB,H00:H24,13.79
24,16,20150401,20150430,WD,Visitor,NHB,H00:H24,855.43
40,10,20150401,20150430,WD,Resident,HBW,H00:H24,36.52
10,40,20150401,20150430,WD,Resident,HBW,H00:H24,84.70
4,14,20150401,20150430,WD,Visitor,NHB,H00:H24,1219.38
31,9,20150401,20150430,WD,Resident,HBW,H00:H24,285.17
9,31,20150401,20150430,WD,Resident,HBW,H00:H24,292.18
6,8,20150401,20150430,WD,Visitor,NHB,H00:H24,698.27
8,6,20150401,20150430,WD,Visitor,NHB,H00:H24,664.18
3,14,20150401,20150430,WD,Visitor,NHB,H00:H24,1243.63
30,13,20150401,20150430,WD,Resident,HBW,H00:H24,328.33
21,18,20150401,20150430,WD,Resident,HBW,H00:H24,30.81
18,21,20150401,20150430,WD,Resident,HBW,H00:H24,29.71
20,25,20150401,20150430,WD,Visitor,NHB,H00:H24,334.44
25,20,20150401,20150430,WD,Visitor,NHB,H00:H24,702.87
8,4,20150401,20150430,WD,Visitor,NHB,H00:H24,794.46
24,24,20150401,20150430,WD,Resident,NHB,H00:H24,1269.51
16,13,20150401,20150430,WD,Resident,HBW,H00:H24,1735.31
30,1,20150401,20150430,WD,Resident,HBO,H00:H24,65.62
1,40,20150401,20150430,WD,Resident,NHB,H00:H24,72.12
40,30,20150401,20150430,WD,Resident,HBO,H00:H24,46.10
40,24,20150401,20150430,WD,Visitor,NHB,H00:H24,891.26
7,5,20150401,20150430,WD,Resident,NHB,H00:H24,1935.04
19,1,20150401,20150430,WD,Visitor,NHB,H00:H24,232.35
7,24,20150401,20150430,WD,Visitor,NHB,H00:H24,887.83
7,3,20150401,20150430,WD,Visitor,NHB,H00:H24,563.22
16,24,20150401,20150430,WD,Resident,HBO,H00:H24,592.98
24,16,20150401,20150430,WD,Resident,HBO,H00:H24,645.78
1,25,20150401,20150430,WD,Visitor,NHB,H00:H24,264.82
21,1,20150401,20150430,WD,Resident,NHB,H00:H24,393.63
13,6,20150401,20150430,WD,Resident,HBO,H00:H24,1025.00
11,23,20150401,20150430,WD,Resident,HBW,H00:H24,658.12
23,13,20150401,20150430,WD,Resident,NHB,H00:H24,410.04
11,30,20150401,20150430,WD,Resident,HBO,H00:H24,936.37
11,37,20150401,20150430,WD,Resident,HBO,H00:H24,320.75
39,17,20150401,20150430,WD,Resident,NHB,H00:H24,433.70
7,10,20150401,20150430,WD,Resident,HBW,H00:H24,465.59
10,7,20150401,20150430,WD,Resident,HBW,H00:H24,422.41
16,21,20150401,20150430,WD,Resident,HBO,H00:H24,739.43
20,10,20150401,20150430,WD,Resident,HBO,H00:H24,2254.03
10,9,20150401,20150430,WD,Visitor,NHB,H00:H24,2487.22
25,9,20150401,20150430,WD,Resident,NHB,H00:H24,630.13
38,17,20150401,20150430,WD,Resident,HBO,H00:H24,301.70
27,31,20150401,20150430,WD,Resident,NHB,H00:H24,138.41
23,24,20150401,20150430,WD,Visitor,NHB,H00:H24,269.79
17,30,20150401,20150430,WD,Resident,NHB,H00:H24,1226.16
31,19,20150401,20150430,WD,Resident,HBW,H00:H24,69.50
19,31,20150401,20150430,WD,Resident,HBW,H00:H24,58.07
33,15,20150401,20150430,WD,Resident,HBW,H00:H24,154.30
15,33,20150401,20150430,WD,Resident,HBW,H00:H24,164.19
17,6,20150401,20150430,WD,Visitor,NHB,H00:H24,644.41
6,17,20150401,20150430,WD,Visitor,NHB,H00:H24,691.51
17,4,20150401,20150430,WD,Visitor,NHB,H00:H24,491.16
16,30,20150401,20150430,WD,Resident,HBO,H00:H24,524.22
30,16,20150401,20150430,WD,Resident,HBO,H00:H24,511.18
40,8,20150401,20150430,WD,Resident,HBW,H00:H24,95.16
8,40,20150401,20150430,WD,Resident,HBW,H00:H24,83.05
16,30,20150401,20150430,WD,Resident,NHB,H00:H24,490.88
30,11,20150401,20150430,WD,Resident,HBO,H00:H24,1028.33
19,21,20150401,20150430,WD,Resident,NHB,H00:H24,143.52
13,31,20150401,20150430,WD,Resident,NHB,H00:H24,886.95
9,11,20150401,20150430,WD,Resident,HBO,H00:H24,2611.98
4,25,20150401,20150430,WD,Visitor,NHB,H00:H24,196.58
30,27,20150401,20150430,WD,Resident,NHB,H00:H24,132.67
9,25,20150401,20150430,WD,Visitor,NHB,H00:H24,508.02
3,14,20150401,20150430,WD,Resident,HBO,H00:H24,955.14
13,31,20150401,20150430,WD,Resident,HBW,H00:H24,244.57
32,13,20150401,20150430,WD,Resident,HBW,H00:H24,204.78
13,32,20150401,20150430,WD,Resident,HBW,H00:H24,189.73
15,12,20150401,20150430,WD,Resident,HBO,H00:H24,974.11
12,25,20150401,20150430,WD,Resident,NHB,H00:H24,620.15
25,12,20150401,20150430,WD,Resident,NHB,H00:H24,763.35
12,40,20150401,20150430,WD,Resident,NHB,H00:H24,76.92
36,40,20150401,20150430,WD,Resident,HBO,H00:H24,307.85
2,31,20150401,20150430,WD,Visitor,NHB,H00:H24,788.51
15,23,20150401,20150430,WD,Resident,HBW,H00:H24,126.39
4,17,20150401,20150430,WD,Visitor,NHB,H00:H24,391.09
10,4,20150401,20150430,WD,Resident,HBW,H00:H24,92.04
6,10,20150401,20150430,WD,Resident,HBO,H00:H24,1013.21
20,9,20150401,20150430,WD,Resident,NHB,H00:H24,1586.31
31,2,20150401,20150430,WD,Resident,NHB,H00:H24,400.23
1,20,20150401,20150430,WD,Visitor,NHB,H00:H24,457.49
35,11,20150401,20150430,WD,Resident,HBW,H00:H24,600.28
17,28,20150401,20150430,WD,Resident,NHB,H00:H24,427.41
28,17,20150401,20150430,WD,Resident,HBO,H00:H24,403.57
2,36,20150401,20150430,WD,Resident,HBW,H00:H24,226.64
16,2,20150401,20150430,WD,Resident,HBW,H00:H24,1384.56
30,13,20150401,20150430,WD,Resident,HBO,H00:H24,590.31
13,30,20150401,20150430,WD,Resident,HBO,H00:H24,504.99
25,10,20150401,20150430,WD,Resident,HBW,H00:H24,648.81
10,24,20150401,20150430,WD,Resident,HBW,H00:H24,642.83
24,25,20150401,20150430,WD,Visitor,NHB,H00:H24,1197.16
27,16,20150401,20150430,WD,Resident,HBO,H00:H24,289.74
16,27,20150401,20150430,WD,Resident,HBO,H00:H24,325.62
27,17,20150401,20150430,WD,Resident,HBO,H00:H24,625.35
38,11,20150401,20150430,WD,Resident,NHB,H00:H24,433.83
11,29,20150401,20150430,WD,Resident,HBO,H00:H24,824.61
8,5,20150401,20150430,WD,Visitor,NHB,H00:H24,415.42
17,35,20150401,20150430,WD,Resident,NHB,H00:H24,891.05
35,14,20150401,20150430,WD,Resident,HBO,H00:H24,1255.60
16,38,20150401,20150430,WD,Resident,NHB,H00:H24,637.39
8,3,20150401,20150430,WD,Visitor,NHB,H00:H24,439.46
11,32,20150401,20150430,WD,Resident,HBO,H00:H24,509.32
17,18,20150401,20150430,WD,Resident,NHB,H00:H24,143.80
1,21,20150401,20150430,WD,Visitor,HBO,H00:H24,3.89
21,21,20150401,20150430,WD,Visitor,HBO,H00:H24,4.81
15,38,20150401,20150430,WD,Resident,HBW,H00:H24,524.56
38,15,20150401,20150430,WD,Resident,NHB,H00:H24,746.52
17,34,20150401,20150430,WD,Resident,HBW,H00:H24,468.48
27,27,20150401,20150430,WD,Resident,NHB,H00:H24,317.54
26,11,20150401,20150430,WD,Resident,HBW,H00:H24,896.81
11,26,20150401,20150430,WD,Resident,HBW,H00:H24,901.14
11,19,20150401,20150430,WD,Resident,HBO,H00:H24,1430.15
19,11,20150401,20150430,WD,Resident,HBO,H00:H24,1255.71
36,6,20150401,20150430,WD,Resident,HBO,H00:H24,255.89
6,12,20150401,20150430,WD,Resident,HBW,H00:H24,484.69
12,6,20150401,20150430,WD,Resident,HBW,H00:H24,498.75
11,36,20150401,20150430,WD,Resident,HBO,H00:H24,790.15
36,11,20150401,20150430,WD,Resident,HBO,H00:H24,783.64
39,17,20150401,20150430,WD,Resident,HBO,H00:H24,826.28
17,39,20150401,20150430,WD,Resident,HBO,H00:H24,723.83
16,25,20150401,20150430,WD,Resident,HBO,H00:H24,707.87
25,16,20150401,20150430,WD,Resident,HBO,H00:H24,694.92
12,21,20150401,20150430,WD,Resident,NHB,H00:H24,396.57
21,12,20150401,20150430,WD,Resident,NHB,H00:H24,519.04
24,15,20150401,20150430,WD,Resident,HBW,H00:H24,647.04
20,11,20150401,20150430,WD,Visitor,NHB,H00:H24,1463.83
38,9,20150401,20150430,WD,Resident,HBW,H00:H24,100.79
9,36,20150401,20150430,WD,Resident,HBW,H00:H24,193.43
15,1,20150401,20150430,WD,Resident,HBO,H00:H24,264.51
12,4,20150401,20150430,WD,Resident,NHB,H00:H24,252.95
15,25,20150401,20150430,WD,Resident,NHB,H00:H24,1040.58
38,36,20150401,20150430,WD,Resident,NHB,H00:H24,198.77
21,25,20150401,20150430,WD,Resident,HBW,H00:H24,221.57
17,32,20150401,20150430,WD,Visitor,NHB,H00:H24,171.23
13,14,20150401,20150430,WD,Visitor,NHB,H00:H24,2163.64
25,8,20150401,20150430,WD,Resident,NHB,H00:H24,180.48
24,2,20150401,20150430,WD,Resident,HBO,H00:H24,838.88
6,2,20150401,20150430,WD,Resident,HBO,H00:H24,583.01
38,10,20150401,20150430,WD,Resident,HBO,H00:H24,212.69
10,38,20150401,20150430,WD,Resident,HBO,H00:H24,218.10
24,12,20150401,20150430,WD,Visitor,NHB,H00:H24,1312.47
28,6,20150401,20150430,WD,Visitor,NHB,H00:H24,11.58
6,20,20150401,20150430,WD,Visitor,NHB,H00:H24,116.31
6,2,20150401,20150430,WD,Resident,HBW,H00:H24,888.51
2,6,20150401,20150430,WD,Resident,HBW,H00:H24,798.68
15,29,20150401,20150430,WD,Resident,HBW,H00:H24,202.80
29,15,20150401,20150430,WD,Resident,HBW,H00:H24,199.42
21,20,20150401,20150430,WD,Resident,HBO,H00:H24,180.71
14,29,20150401,20150430,WD,Resident,NHB,H00:H24,505.48
17,39,20150401,20150430,WD,Resident,HBW,H00:H24,467.30
4,11,20150401,20150430,WD,Visitor,NHB,H00:H24,1012.29
11,19,20150401,20150430,WD,Resident,NHB,H00:H24,1280.80
19,19,20150401,20150430,WD,Resident,NHB,H00:H24,1705.10
17,33,20150401,20150430,WD,Resident,HBW,H00:H24,408.88
33,17,20150401,20150430,WD,Resident,HBW,H00:H24,494.74
12,12,20150401,20150430,WD,Resident,HBW,H00:H24,1706.78
1,20,20150401,20150430,WD,Resident,HBW,H00:H24,194.01
20,1,20150401,20150430,WD,Resident,HBW,H00:H24,152.10
17,27,20150401,20150430,WD,Resident,NHB,H00:H24,809.31
27,17,20150401,20150430,WD,Resident,NHB,H00:H24,755.93
21,14,20150401,20150430,WD,Resident,NHB,H00:H24,1372.42
25,35,20150401,20150430,WD,Resident,HBW,H00:H24,188.02
35,25,20150401,20150430,WD,Resident,HBW,H00:H24,171.28
15,36,20150401,20150430,WD,Resident,HBO,H00:H24,1649.29
25,18,20150401,20150430,WD,Visitor,NHB,H00:H24,268.52
10,23,20150401,20150430,WD,Resident,HBO,H00:H24,698.18
23,13,20150401,20150430,WD,Resident,HBO,H00:H24,637.84
39,11,20150401,20150430,WD,Resident,HBO,H00:H24,592.87
14,28,20150401,20150430,WD,Resident,HBW,H00:H24,214.97
28,14,20150401,20150430,WD,Resident,HBW,H00:H24,281.44
31,23,20150401,20150430,WD,Resident,NHB,H00:H24,189.34
1,17,20150401,20150430,WD,Resident,HBW,H00:H24,924.25
17,1,20150401,20150430,WD,Resident,HBW,H00:H24,966.14
26,19,20150401,20150430,WD,Resident,HBO,H00:H24,48.58
11,21,20150401,20150430,WD,Resident,HBO,H00:H24,1717.50
35,16,20150401,20150430,WD,Visitor,NHB,H00:H24,114.31
9,34,20150401,20150430,WD,Resident,HBW,H00:H24,142.27
34,9,20150401,20150430,WD,Resident,HBW,H00:H24,161.05
39,3,20150401,20150430,WD,Visitor,NHB,H00:H24,127.00
18,18,20150401,20150430,WD,Resident,NHB,H00:H24,1832.40
1,10,20150401,20150430,WD,Resident,HBW,H00:H24,391.17
10,1,20150401,20150430,WD,Resident,HBW,H00:H24,395.98
17,39,20150401,20150430,WD,Visitor,NHB,H00:H24,102.18
7,18,20150401,20150430,WD,Resident,HBO,H00:H24,45.62
18,7,20150401,20150430,WD,Resident,HBO,H00:H24,51.61
4,34,20150401,20150430,WD,Resident,HBO,H00:H24,59.37
20,2,20150401,20150430,WD,Resident,HBO,H00:H24,1318.24
11,18,20150401,20150430,WD,Resident,NHB,H00:H24,652.62
23,6,20150401,20150430,WD,Resident,HBO,H00:H24,176.29
6,23,20150401,20150430,WD,Resident,HBO,H00:H24,168.43
31,21,20150401,20150430,WD,Visitor,NHB,H00:H24,116.36
6,1,20150401,20150430,WD,Resident,HBO,H00:H24,68.77
1,6,20150401,20150430,WD,Resident,HBO,H00:H24,98.22
6,9,20150401,20150430,WD,Visitor,NHB,H00:H24,608.51
11,10,20150401,20150430,WD,Visitor,HBO,H00:H24,76.53
10,11,20150401,20150430,WD,Visitor,HBO,H00:H24,71.13
11,21,20150401,20150430,WD,Visitor,NHB,H00:H24,1313.55
31,15,20150401,20150430,WD,Resident,NHB,H00:H24,797.19
31,35,20150401,20150430,WD,Resident,NHB,H00:H24,153.01
35,21,20150401,20150430,WD,Resident,HBW,H00:H24,81.88
2,31,20150401,20150430,WD,Resident,HBO,H00:H24,330.51
5,25,20150401,20150430,WD,Visitor,NHB,H00:H24,166.82
6,24,20150401,20150430,WD,Resident,NHB,H00:H24,244.95
38,22,20150401,20150430,WD,Resident,HBO,H00:H24,110.25
22,38,20150401,20150430,WD,Resident,HBO,H00:H24,55.17
23,23,20150401,20150430,WD,Resident,NHB,H00:H24,764.35
8,1,20150401,20150430,WD,Resident,HBW,H00:H24,196.63
1,16,20150401,20150430,WD,Resident,NHB,H00:H24,403.28
10,23,20150401,20150430,WD,Resident,NHB,H00:H24,503.01
9,29,20150401,20150430,WD,Visitor,NHB,H00:H24,47.45
32,5,20150401,20150430,WD,Visitor,NHB,H00:H24,13.55
1,19,20150401,20150430,WD,Visitor,NHB,H00:H24,347.81
1,23,20150401,20150430,WD,Visitor,NHB,H00:H24,45.20
35,16,20150401,20150430,WD,Resident,NHB,H00:H24,992.91
16,31,20150401,20150430,WD,Resident,HBW,H00:H24,614.38
6,35,20150401,20150430,WD,Resident,HBW,H00:H24,83.02
24,10,20150401,20150430,WD,Resident,HBW,H00:H24,502.43
17,35,20150401,20150430,WD,Visitor,NHB,H00:H24,93.62
35,17,20150401,20150430,WD,Visitor,NHB,H00:H24,117.29
23,17,20150401,20150430,WD,Resident,NHB,H00:H24,1237.01
25,36,20150401,20150430,WD,Visitor,NHB,H00:H24,129.28
36,25,20150401,20150430,WD,Visitor,NHB,H00:H24,141.02
34,7,20150401,20150430,WD,Resident,NHB,H00:H24,342.42
2,6,20150401,20150430,WD,Resident,HBO,H00:H24,608.72
14,4,20150401,20150430,WD,Resident,HBO,H00:H24,1296.48
10,1,20150401,20150430,WD,Resident,HBO,H00:H24,537.77
16,24,20150401,20150430,WD,Visitor,NHB,H00:H24,1289.33
35,26,20150401,20150430,WD,Resident,NHB,H00:H24,110.95
26,6,20150401,20150430,WD,Resident,NHB,H00:H24,81.14
6,35,20150401,20150430,WD,Resident,NHB,H00:H24,66.63
40,34,20150401,20150430,WD,Resident,HBO,H00:H24,71.69
34,30,20150401,20150430,WD,Resident,NHB,H00:H24,163.38
30,40,20150401,20150430,WD,Resident,HBW,H00:H24,56.43
17,4,20150401,20150430,WD,Resident,NHB,H00:H24,1656.40
19,11,20150401,20150430,WD,Visitor,NHB,H00:H24,1008.20
39,4,20150401,20150430,WD,Resident,NHB,H00:H24,122.66
5,8,20150401,20150430,WD,Resident,NHB,H00:H24,1574.79
31,4,20150401,20150430,WD,Visitor,NHB,H00:H24,49.51
21,6,20150401,20150430,WD,Resident,HBO,H00:H24,270.12
6,21,20150401,20150430,WD,Resident,HBO,H00:H24,236.51
23,25,20150401,20150430,WD,Resident,HBO,H00:H24,216.74
14,40,20150401,20150430,WD,Visitor,NHB,H00:H24,289.98
