Origin_Zone,Destination_Zone,Start_date,End_Date,Time_of_Day,Purpose,Subscriber_Class,Count,SZCount
10,21,20150401,20150430,H07:H10,NHB,Resident,521.28,14.08864865
36,17,20150401,20150430,H07:H10,HBW,Resident,321.68,13.12979592
31,17,20150401,20150430,H07:H10,NHB,Resident,406.2,88.01
14,35,20150401,20150430,H07:H10,NHB,Resident,139.16,23.19333333
17,12,20150401,20150430,H07:H10,NHB,Visitor,64.2,12.84
11,37,20150401,20150430,H07:H10,HBO,Resident,69.35,13.87
32,29,20150401,20150430,H07:H10,HBO,Resident,32.14,8.035
13,32,20150401,20150430,H07:H10,HBO,Resident,29.54,9.846666667
2,7,20150401,20150430,H16:H19,HBO,Resident,50.84,21.18333333
11,27,20150401,20150430,H16:H19,NHB,Resident,190.15,33.95535714
2,6,20150401,20150430,H07:H10,HBO,Resident,93.2,9.32
13,33,20150401,20150430,H07:H10,HBW,Resident,42.71,4.271
33,13,20150401,20150430,H16:H19,HBW,Resident,32.4,16.2
17,24,20150401,20150430,H07:H10,NHB,Resident,234.04,18.97621622
14,20,20150401,20150430,H16:H19,NHB,Resident,218.28,50.37230769
31,21,20150401,20150430,H07:H10,NHB,Resident,44.94,12.84
25,6,20150401,20150430,H16:H19,HBW,Resident,15.52,7.76
22,21,20150401,20150430,H16:H19,NHB,Visitor,12.28,4.093333333
24,10,20150401,20150430,H07:H10,NHB,Visitor,567.93,53.45223529
13,25,20150401,20150430,H07:H10,HBO,Resident,151.93,41.43545455
10,20,20150401,20150430,H16:H19,NHB,Visitor,371.66,21.03735849
39,25,20150401,20150430,H07:H10,NHB,Resident,38.23,19.115
39,14,20150401,20150430,H16:H19,NHB,Resident,90.73,21.34823529
22,16,20150401,20150430,H16:H19,HBO,Resident,92.89,34.83375
12,9,20150401,20150430,H07:H10,HBO,Resident,331.15,40.13939394
12,2,20150401,20150430,H07:H10,HBO,Resident,347.55,8.275
27,6,20150401,20150430,H16:H19,NHB,Resident,28.37,9.456666667
15,10,20150401,20150430,H07:H10,NHB,Visitor,66.12,14.69333333
33,11,20150401,20150430,H16:H19,HBO,Resident,87.9,10.9875
8,36,20150401,20150430,H07:H10,NHB,Resident,43.53,8.706
10,8,20150401,20150430,H16:H19,HBO,Resident,119.3,23.86
40,9,20150401,20150430,H16:H19,NHB,Resident,33.29,16.645
25,24,20150401,20150430,H07:H10,HBO,Resident,43.61,5.45125
39,11,20150401,20150430,H07:H10,HBO,Resident,145.28,21.792
32,8,20150401,20150430,H16:H19,NHB,Resident,13.7,6.85
17,33,20150401,20150430,H07:H10,HBO,Resident,131.51,27.68631579
31,12,20150401,20150430,H16:H19,NHB,Visitor,27.41,18.27333333
32,7,20150401,20150430,H16:H19,HBO,Resident,5.01,5.01
17,19,20150401,20150430,H07:H10,HBW,Resident,175.58,13.50615385
19,17,20150401,20150430,H16:H19,HBW,Resident,111.33,10.12090909
20,17,20150401,20150430,H07:H10,NHB,Resident,257.78,23.86851852
14,39,20150401,20150430,H16:H19,NHB,Visitor,137.27,21.67421053
11,6,20150401,20150430,H16:H19,NHB,Resident,642.45,103.034434
7,24,20150401,20150430,H07:H10,NHB,Visitor,202.49,20.94724138
21,2,20150401,20150430,H07:H10,NHB,Resident,195.95,21.18378378
19,14,20150401,20150430,H07:H10,HBO,Resident,56.84,20.06117647
7,39,20150401,20150430,H07:H10,NHB,Resident,49.41,6.17625
10,12,20150401,20150430,H07:H10,NHB,Visitor,302.84,13.76545455
6,2,20150401,20150430,H16:H19,NHB,Resident,49.7,5.522222222
16,34,20150401,20150430,H07:H10,HBO,Resident,248.32,71.88210526
20,17,20150401,20150430,H07:H10,NHB,Visitor,82.27,4.839411765
20,30,20150401,20150430,H16:H19,NHB,Resident,81.42,13.57
30,33,20150401,20150430,H16:H19,NHB,Resident,39.44,13.14666667
33,6,20150401,20150430,H16:H19,HBO,Resident,10.29,5.145
35,11,20150401,20150430,H16:H19,HBO,Resident,59.09,6.565555556
30,28,20150401,20150430,H07:H10,NHB,Visitor,7.9,7.9
37,11,20150401,20150430,H07:H10,HBO,Resident,48.13,9.626
16,37,20150401,20150430,H16:H19,HBO,Resident,152.48,10.16533333
9,11,20150401,20150430,H07:H10,HBW,Resident,251.42,21.39744681
11,9,20150401,20150430,H16:H19,HBW,Resident,147.76,9.235
39,17,20150401,20150430,H07:H10,HBW,Resident,265.49,56.31606061
24,17,20150401,20150430,H16:H19,NHB,Visitor,973.38,118.1961429
36,14,20150401,20150430,H16:H19,NHB,Visitor,122.99,12.94631579
39,11,20150401,20150430,H16:H19,HBO,Resident,89.52,22.38
15,40,20150401,20150430,H16:H19,HBO,Resident,353.97,34.81672131
31,15,20150401,20150430,H07:H10,HBW,Resident,90.69,27.207
15,31,20150401,20150430,H16:H19,HBW,Resident,47.66,35.745
14,29,20150401,20150430,H07:H10,HBW,Resident,121.34,14.27529412
14,18,20150401,20150430,H07:H10,HBO,Resident,20.88,5.22
36,33,20150401,20150430,H07:H10,HBO,Resident,47.92,11.98
15,37,20150401,20150430,H16:H19,NHB,Resident,204.31,34.05166667
9,26,20150401,20150430,H07:H10,HBW,Resident,117.18,13.02
34,11,20150401,20150430,H16:H19,NHB,Resident,395.36,42.36
2,37,20150401,20150430,H16:H19,NHB,Resident,21.42,5.355
37,13,20150401,20150430,H16:H19,NHB,Resident,14.05,7.025
25,10,20150401,20150430,H07:H10,HBW,Resident,114.12,6.34
2,4,20150401,20150430,H07:H10,NHB,Resident,44.11,11.0275
30,6,20150401,20150430,H16:H19,NHB,Resident,135.01,39.70882353
26,31,20150401,20150430,H16:H19,HBO,Resident,72.83,41.61714286
31,26,20150401,20150430,H16:H19,HBO,Resident,75.21,25.07
21,13,20150401,20150430,H07:H10,NHB,Visitor,200.88,20.78068966
22,6,20150401,20150430,H16:H19,NHB,Resident,34.4,22.93333333
21,26,20150401,20150430,H07:H10,NHB,Resident,27.37,18.24666667
34,16,20150401,20150430,H07:H10,HBO,Resident,173.47,8.260476191
21,9,20150401,20150430,H07:H10,NHB,Resident,148.49,4.79
16,36,20150401,20150430,H16:H19,HBO,Resident,340.37,29.85701754
36,16,20150401,20150430,H16:H19,HBO,Resident,377.88,37.788
21,34,20150401,20150430,H16:H19,NHB,Resident,38.7,12.9
31,10,20150401,20150430,H16:H19,NHB,Visitor,30.2,7.55
4,30,20150401,20150430,H16:H19,HBO,Resident,33.71,8.4275
2,12,20150401,20150430,H07:H10,NHB,Resident,131.43,14.60333333
10,27,20150401,20150430,H16:H19,NHB,Visitor,713.69,27.44961538
12,13,20150401,20150430,H07:H10,NHB,Resident,536.14,65.38292683
2,12,20150401,20150430,H07:H10,HBO,Resident,136.07,9.071333333
25,2,20150401,20150430,H07:H10,NHB,Resident,168.3,54.45
22,26,20150401,20150430,H16:H19,HBO,Resident,45.16,22.58
6,11,20150401,20150430,H16:H19,HBW,Resident,215.08,16.131
30,24,20150401,20150430,H07:H10,HBW,Resident,46.69,11.6725
24,10,20150401,20150430,H16:H19,HBO,Resident,195.11,12.194375
27,6,20150401,20150430,H07:H10,HBO,Resident,20.22,6.74
2,24,20150401,20150430,H07:H10,HBW,Resident,138.81,6.9405
24,13,20150401,20150430,H16:H19,NHB,Resident,89.7,22.425
25,7,20150401,20150430,H07:H10,HBO,Resident,31.24,4.462857143
38,15,20150401,20150430,H16:H19,HBO,Resident,204.68,42.34758621
14,31,20150401,20150430,H07:H10,NHB,Visitor,104.64,13.952
15,17,20150401,20150430,H16:H19,NHB,Visitor,229.08,7.636
15,22,20150401,20150430,H16:H19,HBO,Resident,79.86,15.972
15,38,20150401,20150430,H07:H10,HBO,Resident,258.33,52.99076923
11,36,20150401,20150430,H07:H10,HBW,Resident,220.98,14.25677419
6,13,20150401,20150430,H16:H19,NHB,Visitor,31.63,6.326
9,36,20150401,20150430,H16:H19,NHB,Visitor,11.51,5.755
24,11,20150401,20150430,H16:H19,HBO,Resident,356.14,18.42103448
25,13,20150401,20150430,H07:H10,HBO,Resident,91.71,19.30736842
13,25,20150401,20150430,H16:H19,HBO,Resident,172.46,45.65117647
25,31,20150401,20150430,H07:H10,HBO,Resident,59.9,14.975
19,34,20150401,20150430,H16:H19,HBW,Resident,26.78,17.85333333
16,31,20150401,20150430,H16:H19,HBW,Resident,80.03,13.33833333
11,26,20150401,20150430,H16:H19,HBW,Resident,96.56,9.656
11,34,20150401,20150430,H16:H19,NHB,Visitor,53.86,6.7325
11,27,20150401,20150430,H16:H19,NHB,Visitor,423.33,6.939836066
12,22,20150401,20150430,H16:H19,NHB,Resident,118.85,31.69333333
14,26,20150401,20150430,H16:H19,NHB,Visitor,60.84,12.168
2,4,20150401,20150430,H16:H19,NHB,Visitor,78.18,13.03
40,17,20150401,20150430,H16:H19,HBO,Resident,50.6,4.6
7,14,20150401,20150430,H16:H19,HBW,Resident,151.95,13.21304348
35,16,20150401,20150430,H07:H10,NHB,Resident,177.66,8.075454545
14,5,20150401,20150430,H07:H10,NHB,Resident,180.26,17.44451613
7,21,20150401,20150430,H07:H10,HBW,Resident,145.36,6.32
19,25,20150401,20150430,H16:H19,NHB,Resident,42.8,35.66666667
25,28,20150401,20150430,H16:H19,HBO,Resident,29.44,19.62666667
16,19,20150401,20150430,H07:H10,HBO,Resident,63.38,6.338
38,7,20150401,20150430,H07:H10,NHB,Resident,15.89,7.945
9,18,20150401,20150430,H16:H19,NHB,Resident,44.36,11.09
39,9,20150401,20150430,H07:H10,HBW,Resident,42.77,10.6925
11,33,20150401,20150430,H16:H19,HBO,Resident,104.51,13.06375
31,10,20150401,20150430,H16:H19,HBW,Resident,49.46,8.243333333
11,31,20150401,20150430,H07:H10,HBW,Resident,488.56,112.1285246
6,15,20150401,20150430,H16:H19,NHB,Visitor,308.91,7.183953488
15,20,20150401,20150430,H07:H10,NHB,Visitor,57.19,24.51
14,34,20150401,20150430,H07:H10,HBW,Resident,72.83,3.833157895
29,10,20150401,20150430,H16:H19,HBW,Resident,78.12,8.68
14,19,20150401,20150430,H07:H10,NHB,Resident,109.42,17.27684211
14,39,20150401,20150430,H07:H10,HBO,Resident,134.69,20.2035
25,9,20150401,20150430,H16:H19,NHB,Resident,254.69,61.95162162
16,34,20150401,20150430,H16:H19,NHB,Resident,231.55,21.05
16,8,20150401,20150430,H16:H19,HBW,Resident,581.44,5.933061224
16,22,20150401,20150430,H16:H19,NHB,Resident,121.2,21.38823529
31,20,20150401,20150430,H07:H10,NHB,Visitor,33.85,6.77
31,13,20150401,20150430,H07:H10,HBO,Resident,107.83,29.95277778
9,31,20150401,20150430,H16:H19,HBO,Resident,116.37,12.24947368
36,33,20150401,20150430,H07:H10,NHB,Resident,31.56,12.624
36,30,20150401,20150430,H16:H19,NHB,Resident,70.9,17.725
25,6,20150401,20150430,H16:H19,HBO,Resident,117.36,15.648
17,34,20150401,20150430,H07:H10,HBW,Resident,143.03,20.43285714
34,17,20150401,20150430,H16:H19,HBW,Resident,60.08,5.006666667
11,25,20150401,20150430,H16:H19,HBO,Resident,388.66,52.2080597
6,11,20150401,20150430,H16:H19,NHB,Resident,381.22,29.89960784
23,2,20150401,20150430,H07:H10,NHB,Visitor,80.78,7.343636364
14,5,20150401,20150430,H16:H19,HBW,Resident,61.13,5.094166667
14,16,20150401,20150430,H07:H10,NHB,Visitor,471.28,7.250461538
34,16,20150401,20150430,H07:H10,NHB,Visitor,44.49,6.355714286
7,31,20150401,20150430,H07:H10,HBW,Resident,58.75,11.75
31,7,20150401,20150430,H16:H19,NHB,Resident,93.14,37.256
28,31,20150401,20150430,H07:H10,HBO,Resident,19.74,9.87
14,35,20150401,20150430,H16:H19,NHB,Resident,420.53,79.75568966
23,2,20150401,20150430,H07:H10,NHB,Resident,127.72,42.57333333
4,21,20150401,20150430,H16:H19,NHB,Resident,31.03,12.412
21,9,20150401,20150430,H16:H19,HBW,Resident,202.79,23.85764706
30,36,20150401,20150430,H16:H19,HBO,Resident,33.61,6.722
36,30,20150401,20150430,H16:H19,HBO,Resident,41.12,13.70666667
13,40,20150401,20150430,H16:H19,HBO,Resident,75.79,22.737
11,7,20150401,20150430,H07:H10,NHB,Resident,585.12,55.72571429
26,10,20150401,20150430,H07:H10,NHB,Resident,206.7,21.38275862
9,12,20150401,20150430,H16:H19,HBO,Resident,271.6,35.04516129
14,38,20150401,20150430,H07:H10,HBO,Resident,113.1,12.56666667
16,5,20150401,20150430,H16:H19,HBO,Resident,263.98,7.332777778
15,22,20150401,20150430,H07:H10,HBO,Resident,20.75,4.15
13,23,20150401,20150430,H07:H10,HBO,Resident,130.85,5.947727273
30,2,20150401,20150430,H07:H10,NHB,Resident,25.16,8.386666667
11,3,20150401,20150430,H16:H19,NHB,Resident,150.05,26.09565217
21,11,20150401,20150430,H07:H10,HBO,Resident,153.01,18.21547619
2,39,20150401,20150430,H16:H19,HBW,Resident,138.95,39.7
2,26,20150401,20150430,H16:H19,HBO,Resident,155.86,23.379
39,38,20150401,20150430,H07:H10,HBO,Resident,80.38,20.095
15,12,20150401,20150430,H07:H10,HBW,Resident,278.95,40.82195122
17,35,20150401,20150430,H16:H19,HBW,Resident,106.34,21.268
11,28,20150401,20150430,H07:H10,HBW,Resident,72.35,5.565384615
7,13,20150401,20150430,H07:H10,HBO,Resident,262.1,47.65454545
34,31,20150401,20150430,H16:H19,HBO,Resident,112.96,35.3
10,39,20150401,20150430,H07:H10,HBO,Resident,20.63,6.876666667
39,10,20150401,20150430,H07:H10,HBO,Resident,24.61,12.305
11,3,20150401,20150430,H07:H10,NHB,Visitor,343.66,36.55957447
29,14,20150401,20150430,H07:H10,HBO,Resident,64.83,32.415
22,24,20150401,20150430,H07:H10,NHB,Visitor,49.85,7.121428571
14,32,20150401,20150430,H16:H19,NHB,Visitor,100.53,21.54214286
20,14,20150401,20150430,H16:H19,HBW,Resident,190.33,40.3730303
34,25,20150401,20150430,H16:H19,HBW,Resident,89.24,29.74666667
29,19,20150401,20150430,H16:H19,NHB,Resident,30.05,6.01
10,3,20150401,20150430,H16:H19,HBO,Resident,57.33,19.11
17,20,20150401,20150430,H16:H19,HBW,Resident,131.27,3.454473684
17,35,20150401,20150430,H16:H19,HBO,Resident,243.98,45.74625
11,20,20150401,20150430,H16:H19,HBW,Resident,136.76,12.06705882
12,7,20150401,20150430,H07:H10,HBW,Resident,156.65,8.702777778
23,29,20150401,20150430,H07:H10,HBO,Resident,31.67,7.9175
2,7,20150401,20150430,H07:H10,NHB,Visitor,104.46,14.92285714
10,8,20150401,20150430,H16:H19,NHB,Resident,114.82,24.17263158
11,8,20150401,20150430,H16:H19,HBO,Resident,218,18.16666667
14,31,20150401,20150430,H07:H10,HBO,Resident,108.52,13.565
21,3,20150401,20150430,H07:H10,NHB,Visitor,41.84,8.368
12,6,20150401,20150430,H07:H10,HBO,Resident,111.18,10.10727273
40,15,20150401,20150430,H07:H10,NHB,Resident,218.38,27.2975
16,31,20150401,20150430,H07:H10,HBW,Resident,200.72,35.42117647
11,29,20150401,20150430,H16:H19,NHB,Resident,74.82,19.952
23,24,20150401,20150430,H07:H10,HBO,Resident,15.93,7.965
14,38,20150401,20150430,H07:H10,NHB,Resident,109.59,12.89294118
26,31,20150401,20150430,H07:H10,NHB,Visitor,7.44,7.44
36,31,20150401,20150430,H07:H10,NHB,Resident,58.63,15.99
11,5,20150401,20150430,H16:H19,NHB,Resident,220.86,7.124516129
31,17,20150401,20150430,H07:H10,HBW,Resident,324.29,8.10725
24,34,20150401,20150430,H07:H10,NHB,Visitor,26.01,6.5025
32,2,20150401,20150430,H16:H19,NHB,Visitor,23.09,5.7725
40,13,20150401,20150430,H16:H19,HBO,Resident,18.26,9.13
9,22,20150401,20150430,H16:H19,NHB,Resident,163.06,8.582105263
25,2,20150401,20150430,H16:H19,HBW,Resident,171.15,6.846
2,12,20150401,20150430,H16:H19,HBW,Resident,441.92,10.52190476
35,24,20150401,20150430,H16:H19,NHB,Resident,36,12
24,39,20150401,20150430,H16:H19,NHB,Resident,70.8,17.7
25,34,20150401,20150430,H07:H10,HBW,Resident,44.92,5.284705882
19,14,20150401,20150430,H16:H19,NHB,Resident,58.41,14.6025
16,29,20150401,20150430,H16:H19,HBW,Resident,34.95,6.99
13,7,20150401,20150430,H16:H19,HBW,Resident,170.13,36.45642857
20,12,20150401,20150430,H16:H19,HBO,Resident,198.88,8.646956522
8,13,20150401,20150430,H16:H19,HBO,Resident,38.74,19.37
6,25,20150401,20150430,H16:H19,HBO,Resident,29.17,11.668
20,7,20150401,20150430,H07:H10,NHB,Resident,91.4,11.425
24,15,20150401,20150430,H07:H10,HBW,Resident,15.94,0.678297872
20,30,20150401,20150430,H16:H19,HBO,Resident,141.19,20.17
10,16,20150401,20150430,H16:H19,NHB,Visitor,101.66,7.82
22,17,20150401,20150430,H07:H10,NHB,Resident,110.97,52.22117647
20,16,20150401,20150430,H07:H10,HBW,Resident,23.6,5.9
16,20,20150401,20150430,H16:H19,HBW,Resident,28.89,3.21
22,21,20150401,20150430,H07:H10,HBW,Resident,41.63,10.4075
15,10,20150401,20150430,H16:H19,NHB,Resident,202.59,27.94344828
26,21,20150401,20150430,H07:H10,NHB,Resident,28.77,14.385
34,2,20150401,20150430,H07:H10,NHB,Resident,77.15,30.86
31,11,20150401,20150430,H16:H19,HBW,Resident,383.38,82.68980392
11,33,20150401,20150430,H07:H10,HBW,Resident,77.04,12.84
17,12,20150401,20150430,H16:H19,HBW,Resident,337.41,99.68931818
10,21,20150401,20150430,H16:H19,HBO,Resident,441.97,39.16189873
17,24,20150401,20150430,H07:H10,HBO,Resident,121.78,22.14181818
4,12,20150401,20150430,H16:H19,HBO,Resident,37.45,14.98
22,11,20150401,20150430,H16:H19,HBO,Resident,169,7.041666667
4,15,20150401,20150430,H07:H10,NHB,Resident,274.84,22.90333333
17,3,20150401,20150430,H16:H19,HBW,Resident,208.54,5.958285714
30,17,20150401,20150430,H07:H10,HBO,Resident,407.81,54.37466667
14,35,20150401,20150430,H16:H19,HBW,Resident,117.42,15.656
28,17,20150401,20150430,H16:H19,NHB,Resident,110.73,45.59470588
6,13,20150401,20150430,H07:H10,HBO,Resident,198.29,51.40851852
33,36,20150401,20150430,H16:H19,HBO,Resident,107.51,13.43875
24,13,20150401,20150430,H07:H10,NHB,Visitor,331.11,43.18826087
27,11,20150401,20150430,H16:H19,HBO,Resident,171.3,36.06315789
24,15,20150401,20150430,H16:H19,NHB,Resident,308.86,71.27538462
32,33,20150401,20150430,H07:H10,HBO,Resident,75.66,21.61714286
11,27,20150401,20150430,H16:H19,HBW,Resident,152.16,21.73714286
2,29,20150401,20150430,H16:H19,HBW,Resident,78.81,23.643
12,19,20150401,20150430,H07:H10,HBO,Resident,32.28,12.912
10,25,20150401,20150430,H16:H19,NHB,Visitor,385.21,30.21254902
13,19,20150401,20150430,H07:H10,HBO,Resident,138.43,30.76222222
26,2,20150401,20150430,H16:H19,NHB,Visitor,108.02,8.309230769
10,27,20150401,20150430,H16:H19,HBO,Resident,77.61,7.055454545
15,30,20150401,20150430,H07:H10,HBO,Resident,79.54,26.51333333
13,21,20150401,20150430,H07:H10,NHB,Resident,336.98,42.88836364
16,2,20150401,20150430,H16:H19,HBO,Resident,262.53,82.36235294
13,9,20150401,20150430,H07:H10,NHB,Visitor,186.05,14.884
19,31,20150401,20150430,H16:H19,NHB,Resident,7.35,3.675
29,17,20150401,20150430,H07:H10,HBO,Resident,179.53,22.44125
17,39,20150401,20150430,H07:H10,NHB,Resident,87.28,31.17142857
33,14,20150401,20150430,H07:H10,HBW,Resident,117.04,14.63
19,13,20150401,20150430,H07:H10,HBO,Resident,81.73,16.346
40,39,20150401,20150430,H07:H10,HBO,Resident,67.57,12.28545455
24,15,20150401,20150430,H07:H10,HBO,Resident,74.7,14.94
28,11,20150401,20150430,H07:H10,NHB,Resident,22.38,7.46
35,17,20150401,20150430,H07:H10,NHB,Resident,160.13,40.0325
12,30,20150401,20150430,H07:H10,NHB,Resident,42.79,5.34875
14,24,20150401,20150430,H07:H10,HBO,Resident,123.42,30.855
24,14,20150401,20150430,H07:H10,HBO,Resident,42.8,10.7
3,14,20150401,20150430,H16:H19,HBO,Resident,124.7,4.618518519
33,14,20150401,20150430,H07:H10,NHB,Resident,166.63,23.80428571
15,12,20150401,20150430,H07:H10,HBO,Resident,207.78,33.51290323
17,31,20150401,20150430,H16:H19,NHB,Visitor,105.46,6.59125
30,9,20150401,20150430,H16:H19,NHB,Resident,51.07,9.285454545
19,14,20150401,20150430,H07:H10,NHB,Visitor,94.09,40.32428571
10,19,20150401,20150430,H07:H10,NHB,Visitor,236.78,19.19837838
2,24,20150401,20150430,H07:H10,NHB,Resident,79.89,4.993125
24,2,20150401,20150430,H07:H10,NHB,Resident,103.47,18.25941176
2,24,20150401,20150430,H16:H19,NHB,Resident,193.44,43.68
17,22,20150401,20150430,H16:H19,HBO,Resident,305.62,70.52769231
17,40,20150401,20150430,H16:H19,HBO,Resident,91.4,18.28
33,11,20150401,20150430,H07:H10,NHB,Visitor,49.91,8.318333333
30,17,20150401,20150430,H16:H19,HBW,Resident,103.27,19.363125
14,25,20150401,20150430,H16:H19,HBO,Resident,261.9,34.16086957
2,35,20150401,20150430,H16:H19,HBO,Resident,5.62,2.81
22,11,20150401,20150430,H07:H10,NHB,Visitor,26.74,6.685
8,21,20150401,20150430,H07:H10,NHB,Resident,106.84,5.342
8,13,20150401,20150430,H07:H10,HBW,Resident,221.28,26.98536585
16,34,20150401,20150430,H16:H19,NHB,Visitor,31.75,15.875
30,11,20150401,20150430,H16:H19,NHB,Resident,175.41,36.29172414
13,35,20150401,20150430,H16:H19,HBW,Resident,106.66,56.88533333
16,33,20150401,20150430,H07:H10,NHB,Resident,86.3,13.27692308
10,34,20150401,20150430,H07:H10,HBW,Resident,44.23,24.57222222
33,17,20150401,20150430,H07:H10,NHB,Resident,129.58,21.59666667
35,16,20150401,20150430,H16:H19,HBO,Resident,275.08,28.95578947
39,14,20150401,20150430,H07:H10,NHB,Visitor,130.5,29
9,32,20150401,20150430,H16:H19,NHB,Resident,98.8,24.7
26,9,20150401,20150430,H16:H19,HBO,Resident,26.93,6.7325
13,3,20150401,20150430,H16:H19,HBW,Resident,36.64,9.16
20,9,20150401,20150430,H07:H10,NHB,Resident,86.7,6.669230769
29,9,20150401,20150430,H07:H10,NHB,Resident,81.87,8.187
36,9,20150401,20150430,H16:H19,NHB,Resident,34.38,8.595
39,17,20150401,20150430,H16:H19,HBW,Resident,39.05,17.35555556
36,7,20150401,20150430,H07:H10,NHB,Resident,79.36,13.22666667
23,16,20150401,20150430,H16:H19,HBO,Resident,93.33,34.99875
13,21,20150401,20150430,H16:H19,NHB,Visitor,256.71,35.82
16,10,20150401,20150430,H16:H19,NHB,Visitor,112.4,21.075
14,35,20150401,20150430,H07:H10,HBO,Resident,145.83,12.1525
28,2,20150401,20150430,H07:H10,HBW,Resident,47.58,11.895
31,23,20150401,20150430,H16:H19,HBO,Resident,39.03,4.87875
24,29,20150401,20150430,H16:H19,NHB,Resident,33.22,22.14666667
16,32,20150401,20150430,H07:H10,HBW,Resident,90.72,38.19789474
21,31,20150401,20150430,H16:H19,HBW,Resident,170.44,45.88769231
22,34,20150401,20150430,H07:H10,NHB,Resident,11.4,11.4
13,6,20150401,20150430,H07:H10,NHB,Resident,89.32,38.28
16,12,20150401,20150430,H16:H19,HBW,Resident,183.82,102.1222222
17,25,20150401,20150430,H16:H19,HBO,Resident,366.54,91.635
31,39,20150401,20150430,H16:H19,NHB,Resident,28.35,17.01
9,2,20150401,20150430,H16:H19,HBO,Resident,294.29,36.22030769
34,11,20150401,20150430,H16:H19,HBO,Resident,267.19,39.10097561
35,17,20150401,20150430,H16:H19,HBO,Resident,132.14,26.428
11,4,20150401,20150430,H16:H19,HBW,Resident,214.82,41.31153846
37,15,20150401,20150430,H16:H19,HBO,Resident,179.82,34.58076923
2,20,20150401,20150430,H07:H10,HBO,Resident,330.3,28.72173913
16,30,20150401,20150430,H07:H10,HBW,Resident,54.32,9.053333333
39,7,20150401,20150430,H07:H10,HBO,Resident,40.77,5.824285714
10,32,20150401,20150430,H07:H10,HBW,Resident,41.31,20.655
32,10,20150401,20150430,H16:H19,HBW,Resident,50.04,20.016
9,23,20150401,20150430,H16:H19,NHB,Resident,73.88,6.716363636
24,19,20150401,20150430,H07:H10,NHB,Visitor,86.2,18.47142857
20,13,20150401,20150430,H16:H19,NHB,Visitor,276.92,20.26243902
10,35,20150401,20150430,H16:H19,HBW,Resident,119.87,89.9025
32,29,20150401,20150430,H07:H10,NHB,Resident,19.46,19.46
12,31,20150401,20150430,H07:H10,HBW,Resident,81.68,10.21
40,17,20150401,20150430,H07:H10,NHB,Resident,175.37,68.62304348
39,17,20150401,20150430,H16:H19,NHB,Resident,62.62,20.87333333
27,15,20150401,20150430,H16:H19,NHB,Resident,86.3,28.76666667
37,15,20150401,20150430,H16:H19,HBW,Resident,170.22,7.400869565
20,24,20150401,20150430,H07:H10,NHB,Visitor,362.96,64.05176471
24,4,20150401,20150430,H07:H10,HBO,Resident,25.59,6.3975
7,2,20150401,20150430,H07:H10,HBW,Resident,125.33,22.11705882
16,38,20150401,20150430,H07:H10,NHB,Resident,109,14.53333333
38,14,20150401,20150430,H16:H19,HBW,Resident,45.99,4.599
36,17,20150401,20150430,H16:H19,HBO,Resident,323.78,63.34826087
18,16,20150401,20150430,H07:H10,HBO,Resident,59.09,11.818
14,23,20150401,20150430,H16:H19,HBW,Resident,158.72,20.7026087
9,10,20150401,20150430,H07:H10,NHB,Visitor,239.9,7.996666667
39,24,20150401,20150430,H07:H10,HBW,Resident,106.38,9.670909091
24,39,20150401,20150430,H16:H19,HBW,Resident,66.45,11.075
22,20,20150401,20150430,H07:H10,HBO,Resident,44.11,8.822
20,30,20150401,20150430,H07:H10,HBO,Resident,7.08,7.08
27,22,20150401,20150430,H16:H19,HBW,Resident,52.09,7.441428571
12,15,20150401,20150430,H07:H10,NHB,Resident,182.41,55.51608696
24,15,20150401,20150430,H16:H19,HBO,Resident,249.25,22.65909091
12,13,20150401,20150430,H07:H10,HBW,Resident,969.05,29.97061856
12,29,20150401,20150430,H16:H19,HBW,Resident,38.1,7.62
6,31,20150401,20150430,H16:H19,HBO,Resident,16.56,5.52
14,31,20150401,20150430,H16:H19,NHB,Visitor,207.55,30.74814815
36,15,20150401,20150430,H07:H10,HBO,Resident,157.93,12.6344
7,12,20150401,20150430,H16:H19,NHB,Resident,76.85,12.80833333
32,15,20150401,20150430,H16:H19,HBO,Resident,58.2,11.64
25,40,20150401,20150430,H07:H10,HBW,Resident,2.74,2.74
8,11,20150401,20150430,H07:H10,HBO,Resident,175.38,27.403125
5,16,20150401,20150430,H16:H19,HBW,Resident,120.7,10.49565217
12,29,20150401,20150430,H07:H10,HBO,Resident,155.14,22.16285714
20,10,20150401,20150430,H07:H10,HBO,Resident,98.47,3.647037037
20,15,20150401,20150430,H07:H10,HBO,Resident,64.17,16.0425
2,7,20150401,20150430,H16:H19,NHB,Resident,207.18,56.50363636
17,32,20150401,20150430,H16:H19,HBO,Resident,156.68,49.85272727
14,38,20150401,20150430,H16:H19,NHB,Visitor,44.02,6.288571429
38,15,20150401,20150430,H16:H19,NHB,Visitor,27.69,13.845
14,7,20150401,20150430,H07:H10,NHB,Visitor,189.62,14.04592593
8,18,20150401,20150430,H07:H10,HBW,Resident,42.5,14.16666667
2,5,20150401,20150430,H16:H19,NHB,Visitor,71.3,12.96363636
6,25,20150401,20150430,H16:H19,HBW,Resident,33.24,2.556923077
9,19,20150401,20150430,H16:H19,NHB,Resident,139.2,22.272
20,36,20150401,20150430,H16:H19,NHB,Resident,71.78,31.90222222
32,16,20150401,20150430,H16:H19,NHB,Resident,49.37,16.45666667
