Origin_Zone,Destination_Zone,Start_Date,End_Date,Aggregation,Subscriber_Class,Purpose,Time_of_Day,Count
11,14,20150401,20150430,WD,Resident,NHB,H07:H10,6772.59
14,11,20150401,20150430,WD,Resident,NHB,H16:H19,10682.55
10,11,20150401,20150430,WD,Resident,HBO,H16:H19,9543.32
11,2,20150401,20150430,WD,Visitor,NHB,H16:H19,1664.05
8,8,20150401,20150430,WD,Resident,NHB,H16:H19,2652.96
8,17,20150401,20150430,WD,Resident,HBW,H16:H19,98.02
17,17,20150401,20150430,WD,Resident,HBW,H07:H10,4507.64
9,17,20150401,20150430,WD,Resident,HBO,H16:H19,2258.42
17,15,20150401,20150430,WD,Resident,HBO,H16:H19,2805.70
15,17,20150401,20150430,WD,Resident,HBO,H16:H19,1547.27
17,13,20150401,20150430,WD,Visitor,NHB,H16:H19,297.72
11,18,20150401,20150430,WD,Resident,HBO,H16:H19,249.35
8,15,20150401,20150430,WD,Resident,HBW,H07:H10,524.09
15,8,20150401,20150430,WD,Resident,HBW,H16:H19,438.76
9,16,20150401,20150430,WD,Resident,NHB,H16:H19,2072.73
7,17,20150401,20150430,WD,Visitor,NHB,H16:H19,326.21
4,16,20150401,20150430,WD,Resident,NHB,H07:H10,466.92
16,4,20150401,20150430,WD,Resident,NHB,H16:H19,538.15
15,37,20150401,20150430,WD,Resident,HBO,H07:H10,186.46
9,14,20150401,20150430,WD,Resident,HBW,H07:H10,601.49
9,30,20150401,20150430,WD,Resident,HBO,H07:H10,42.18
30,30,20150401,20150430,WD,Resident,NHB,H07:H10,101.89
6,4,20150401,20150430,WD,Visitor,NHB,H16:H19,130.18
11,17,20150401,20150430,WD,Resident,HBO,H16:H19,1155.61
14,14,20150401,20150430,WD,Visitor,NHB,H07:H10,6371.44
14,2,20150401,20150430,WD,Visitor,NHB,H07:H10,1850.48
2,14,20150401,20150430,WD,Visitor,NHB,H16:H19,1458.35
39,24,20150401,20150430,WD,Visitor,NHB,H16:H19,111.74
10,30,20150401,20150430,WD,Resident,HBW,H07:H10,121.97
30,10,20150401,20150430,WD,Resident,NHB,H16:H19,46.56
11,22,20150401,20150430,WD,Resident,HBW,H16:H19,204.67
14,14,20150401,20150430,WD,Resident,HBO,H07:H10,9390.68
15,17,20150401,20150430,WD,Resident,NHB,H07:H10,3036.89
9,8,20150401,20150430,WD,Resident,NHB,H07:H10,535.53
12,10,20150401,20150430,WD,Visitor,NHB,H07:H10,273.73
12,17,20150401,20150430,WD,Resident,NHB,H16:H19,437.64
